,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, AC New Middle School, TEA:, Mesquite, Todd Payne,CCC,Varsity ,2007,30992,3,3,2,3,3,3,3,3, , Australian Folk Fantasy  (Williams), Westridge Overture  (Barnes), Freedom City March (King)
1, 100-Concert Band, Agnew Middle School, TEA:, Mesquite, Bonnye Kath,CCC,Varsity ,2007,31407,2,2,2,2,2,2,2,2, , Westridge Overture  (Barnes), In a French Garden  (Meyer), Fort Canterbury March (Holsinger)
2, 100-Concert Band, Berry Middle School, TEA:, , Jenny Bartley,CCC,Varsity ,2007,30066,2,2,1,2,2,2,2,2, , Omega March (John Edmondson), Legend of Knife River  (Bulla), Australian Folk Fantasy  (Williams)
3, 100-Concert Band, Cain Middle School, TEA:, , Valerie Livingston,CCC,Varsity ,2007,32189,1,1,1,1,1,1,1,1, , Amamo March (King/Swearingen), On a Hymnsong of Robert Lowry  (Holsinger), Three Folk Miniatures  (Jutras (arr))
4, 100-Concert Band, Cain Middle School, TEA:, Rockall, Tami Hudgin,CCC,Non-Varsity ,2007,33211,1,2,1,1,1,1,1,1, , Lone Eagle March (Edmonson), Kenya Contrasts  (Himes), Journey down Niagara (Tucker)
5, 100-Concert Band, Forney Middle School, TEA:, Forney, Jason Guidry,CCC,Non-Varsity A,2007,29269,1,1,2,1,1,1,1,1, , Summit (Harold Bennett), The Harmonious Blacksmith (Handel), Two British Folk Songs  (Del Borgo (arr))
6, 100-Concert Band, Forney Middle School, TEA:, Forney, Jennifer Reinsch,CCC,Varsity ,2007,31405,1,1,2,1,2,1,2,2, , Black Granite III Symphonic March (Hosay)," Simple Gifts, Four Shaker Songs (Movement 1) (Ticheli)", Encanto  (Smith)
7, 100-Concert Band, Furlough Middle School, TEA:, Terrell, Randy Ratzlaff,CC,Varsity ,2007,32158,2,2,1,2,1,1,1,1, , A March on the King's Highway (Pierre La Plante), Prairie Schooner (Preuninger), The Steppes of Russia  (Del Borgo)
8, 100-Concert Band, Kimbrough Middle School, TEA:, Mesquite, Chris Brown,CCC,Varsity ,2007,29432,1,1,1,1,1,1,1,1, , The University of North Dakota (K.L. King), Blue Mountain Saga  (Bulla), Overture on a Minstrel Tune  (LaPlante)
9, 100-Concert Band, McDonald Middle School, TEA:, Mesquite, Rachel McClintock,CCC,Varsity ,2007,29577,2,2,1,2,3,3,2,3, , March Bristol (Edmondson), Songs Of The Whalemen  (Del Borgo), Kenya Contrasts  (Himes)
10, 100-Concert Band, Parkhill Junior High School, TEA:, , Julia North,CC,Non-Varsity ,2007,29304,1,1,1,1,1,1,1,1, , Portrait of a Clown  (Ticheli), Fire Dance  (Akey), A March on the King's Highway (La Plante)
11, 100-Concert Band, Parkhill Junior High School, TEA:, Dallas, John Mays,CC,Varsity ,2007,29558,1,1,1,1,1,1,1,1, , Legend of Knife River  (Bulla), Latin Folk Song Trilogy  (Himes), Chimes of Liberty (Custer)
12, 100-Concert Band, Vanston MS, TEA:, Mesquite, Jennifer Thomas,CCC,Varsity ,2007,29897,1,1,1,1,2,1,2,2, ," Simple Gifts, Four Shaker Songs (play movement 1, 2, or 4) (Ticheli)", Australian Folk Fantasy  (Williams), Thunder Bay March (O'Reilly)
13, 100-Concert Band, Westwood JH, TEA:, Dallas, Jacob Garlinger,CC,Varsity ,2007,29424,2,1,1,1,2,1,1,1, , Alamo March (King/Swearingen), Polly Oliver  (Root)," Prelude, Siciliano and Rondo (play Rondo) (Arnold/Paynter)"
14, 100-Concert Band, Wilkinson Middle School, TEA:, Mesquite, John Vanhook,CC,Varsity ,2007,31868,2,1,1,1,2,2,1,2, , Newcastle March (Johnnie Vinson), Nottingham Castle (Larry Daehn), La Rejouissance (Handel/Williams)
15, 100-Concert Band, Williams Middle School, TEA:, Rockwall, Steve Sauerwein,CCC,Varsity ,2007,32153,1,1,1,1,1,1,2,1, , Burma Patrol (K. L. King), America Verses  (Broege), Cajun Folk Songs  (Ticheli)
16, 100-Concert Band, Williams MS, TEA:, Rockwall, Tony Valverde,CCC,Non-Varsity A,2007,32251,2,1,2,2,1,1,1,1, , Castlewood March (Ralph & Jack Hale), La Volta  (Byrd/Fenske), Quintology  (Meyer)
