,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Churchill High School, TEA:, San Antonio, Brian Pollard,AAAAA,Varsity ,2011,66739,1,1,1,1,1,1,2,1,A, Polka and Fugue (from Schwanda)  (Weinberger/Bainum), Capriccio Espagnol  (Rimsky-Korsakov/Winterbottom/Hindsley), Rolling Thunder (Fillmore/Glover)
1, 100-Concert Band, Churchill High School, TEA:, San Antonio, Tony Ruiz,AAAAA,Sub Non-Varsity ,2011,66736,2,2,2,2,1,1,1,1,2, Bond of Unity (King/Swearingen),  Choreography  (Sheldon), American Riversongs  (La Plante)
2, 100-Concert Band, Churchill High School, TEA:, San Antonio, Tony Ruiz,AAAAA,Non-Varsity ,2011,66729,2,1,1,1,1,1,1,1,C, The Chimes of Liberty (Goldman/Schissel), An Original Suite  (Jacob), Themes from Green Bushes  (Grainger/Daehn)
3, 100-Concert Band, East Central HS, TEA:, San Antonio," Ron Garza / James Snider, Clint Bingham",AAAAA,Non-Varsity ,2011,64847,3,2,3,3,2,2,2,2, , United Nations March (King/Swearingen), Variations on Scarborough Fair  (Custer)," Moscow, 1941  (Balmages)"
4, 100-Concert Band, East Central HS, TEA:, SanAntonio, James Snider / Clint Bingham & Ron Garza,AAAAA,Sub Non-Varsity ,2011,65530,3,3,3,3,2,2,2,2, , Honor Band March (Ken C. Wood), American Riversongs  (La Plante), Crest of Nobility  (Sheldon)
5, 100-Concert Band, East Central HS, TEA:, SanAntonio, James Snider / Ron Garza and Clint Bingham,AAAAA,Varsity ,2011,65125,1,1,1,1,2,2,2,2,1, Entry of the Gladiators (Julius Fucik), Summer Dances  (Balmages), Ride  (Hazo)
6, 100-Concert Band, Highlands HS, TEA:, San Antonio," Jesse Orta / Victor Naranjo, Teresa Jarzombek",AAAAA,Non-Varsity ,2011,62328,2,2,2,2,1,1,1,1,2, A Renaissance Revel (play all) (Susato/Singleton),  Appalachian Morning  (Sheldon), Freeworld March (King)
7, 100-Concert Band, Highlands HS, TEA:, San Antonio," Jesse Orta / Victor Naranjo, Teresa Jarzombek",AAAAA,Varsity ,2011,62321,1,1,1,1,3,2,2,2,1, First Suite in Eb for Military Band  (Holst/Matthews/Fennell), Elegy for a Young American  (LoPresti), Washington Post March (Sousa/Bocook)
8, 100-Concert Band, Johnson HS, TEA:, San Antonio, Alan Sharps / Jarrett Lipman and Manuel Maldonado,AAAAA,Non-Varsity ,2011,66283,2,1,1,1,1,1,1,1,C, Vesuvius  (Ticheli), Sleep  (Whitacre), Emblem of Unity (JJ Richards/Swearingen)
9, 100-Concert Band, Johnson HS, TEA:, San Antonio," Jarrett Lipman / Alan Sharps, Manny Maldonado",AAAAA,Varsity ,2011,65328,1,1,1,1,1,1,1,1,A, Flag of Stars  (Jacob),  Equus  (Whitacre), George Washington Bicentennial March (Sousa ed. Fennell)
10, 100-Concert Band, Johnson HS, TEA:, San Antonio, Manny Maldonado,AAAAA,Sub Non-Varsity ,2011,66504,1,1,1,1,1,1,1,1,C, Alamo March (King/arr. Swearingen), Chanteys  (Sheldon), Legend of Knife River  (Bulla)
11, 100-Concert Band, Judson High School, TEA:, Converse, Scott McDonald,AAAAA,Varsity ,2011,65985,1,1,1,1,1,1,1,1,A, His Honor (Fillmore/Fennell), Variations on a Theme of Robert Schumann  (Jager), Tam O' Shanter  (Arnold/Paynter)
12, 100-Concert Band, Judson High School, TEA:, Converse, Scott McDonald / Alan Greulich,AAAAA,Non-Varsity ,2011,65987,1,2,1,1,1,1,1,1,C, Allied Honor (King/Swearingen), A Longford Legend (play two mvts) (Sheldon), Summer Dances  (Balmages)
13, 100-Concert Band, Judson High School, TEA:, Converse, Scott McDonald / Jeff Keyes,AAAAA,Sub Non-Varsity ,2011,65988,1,1,1,1,1,1,1,1,C, Valley Forge March (King/Swearingen)," West Highlands Sojourn, Mvts I & III (Sheldon)",  Summer Resounding  (Balmages)
14, 100-Concert Band, Lee HS, TEA:, San Antonio, Hugo Escobedo / Hugo Escobedo; Brannon Baker,AAAAA,Non-Varsity ,2011,66069,1,1,2,1,2,1,2,2,2, Highlander Regiment March (Ployhar),  Appalachian Morning  (Sheldon), Abracadabra  (Ticheli)
15, 100-Concert Band, MacArthur HS, TEA:, San Antonio, Brent Johnson,AAAAA,Varsity ,2011,65024,1,1,1,1,2,2,2,2,1, March Slav (Tchaikovsky/Simpson), Molly On The Shore  (Grainger/Rogers/SMC), Symphonies of Gaia (Ogren)
16, 100-Concert Band, MacArthur HS, TEA:, San Antonio, Cliff Croomes,AAAAA,Non-Varsity ,2011,65411,2,1,1,1,1,1,1,1,C, True Blue (Karl King/James Sweringen),  Choreography  (Sheldon), Suite Divertimento  (Gilbert)
17, 100-Concert Band, MacArthur HS, TEA:, San Antonio, Robert Cameron,AAAAA,Sub Non-Varsity ,2011,65410,1,2,2,2,3,2,2,2, , A Renaissance Revel (play all) (Susato/Singleton), Canterbury Walk  (Strommen), Mr. Maestro (Eric Osterling)
18, 100-Concert Band, Madison HS, TEA:, San Antonio, Darrel Gan,AAAAA,Varsity ,2011,65073,1,1,1,1,1,1,1,1,A, The Glory of the Yankee Navy (Sousa/Fennell Edition), Tempered Steel  (Young),  Angels in the Architecture  (Tichelli)
19, 100-Concert Band, Madison HS, TEA:, San Antonio, Michael Reynolds,AAAAA,Non-Varsity ,2011,65053,2,1,2,2,1,1,1,1,2, The Big Cage (King/Glover)," Second Suite in F for Military Band (play mvt 1, 2 or 4) Mvt. 4 (Holst/Matthews)", Cajun Folk Songs  (Ticheli)
20, 100-Concert Band, Madison HS, TEA:, San Antonio, Philip Flynn,AAAAA,Sub Non-Varsity ,2011,65077,2,2,2,2,1,1,2,1,2, The Steppes of Russia (Del Borgo),  Summer Resounding  (Balmages), Pursuit Squadron (King)
21, 100-Concert Band, New Braunfels High School, TEA:, New Braunfels, David Eckert,AAAAA,Sub Non-Varsity ,2011,65588,2,2,1,2,2,2,1,2, , Three Folk Miniatures  (Anon. or Trad./Jutras), Nemu-Susato  (Van der Roost), Peacemaker (King/Swearingen)
22, 100-Concert Band, New Braunfels HS, TEA:, New Braunfels, Dana Pradervand,AAAAA,Varsity ,2011,65581,1,1,1,1,1,1,1,1,A," English Dances, Set 1  (Arnold/Johnstone)",  Wild Nights  (Tichelli), The National Game (Sousa/Brion)
23, 100-Concert Band, New Braunfels HS, TEA:, New Braunfels, Ed Gonzales,AAAAA,Non-Varsity ,2011,65894,1,1,2,1,1,1,1,1,C, Torch of Liberty (Karl King Arr. James Swearingen), On a Hymnsong of Robert Lowry  (Holsinger), Scaramouche  (McBeth)
24, 100-Concert Band, Reagan HS, TEA:, San Antonio," Dan Morrison / Levi Chavis, Ray Ulibarri",AAAAA,Non-Varsity ,2011,65196,1,2,1,1,1,1,1,1,C, Amparito Roca (Texidor/arr. Winter), Salvation is Created  (Tschesnokoff/Houseknecht), Symphonic Dance No. 3 (Fiesta)  (Williams)
25, 100-Concert Band, Reagan HS, TEA:, San Antonio, Dan Morrison / Morgan Brockman,AAAAA,Sub Non-Varsity ,2011,68280,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Torch of Liberty (King/Swearingen), Fantasy on a Theme by Samual Barber  (Barber/Saucedo), Tricycle  (Boysen)
26, 100-Concert Band, Reagan HS, TEA:, San Antonio," Levi Chavis / Daniel Morrison, Ray Ulibarri",AAAAA,Varsity ,2011,66892,1,1,1,1,1,1,1,1,A, Folk Dances  (Shostakovich/Reynolds), Candide Suite  (Bernstein/Grundman), Baron Cimetiere's Mambo (Grantham)
27, 100-Concert Band, Robert E. Lee HS, TEA:, san antonio, Monica Ruiz-Mills,Varsity ,2011,65547,1,1,1,1,1,2,1,1,A, El Capitan March (Sousa/Fennell), First Suite in Eb for Military Band  (Holst/Matthews/Fennell), A Longford Legend (play all) (Sheldon),
28, 100-Concert Band, Roosevelt HS, TEA:, San Antonio, Marshall Smith,AAAAA,Varsity ,2011,64991,1,1,1,1,1,1,1,1,A, Torch of Liberty (King)," Jocuri Poporale Romanesti (Roumanian Folk Dances) (play movments 1and 6, plus, at least, one additional mvt) (Bartok/Yo Goto)"," Armenian Dances, Set I  (Reed)"
29, 100-Concert Band, Roosevelt HS, TEA:, San Antonio, Patrick Finkbeiner,AAAAA,Non-Varsity ,2011,65014,1,2,1,1,1,1,1,1,C, Valley Forge (Karl King), Second Suite for Band in F Major  (Holst/Fennell), Variations on a Korean Folk Song  (Chance)
30, 100-Concert Band, Seguin HS, TEA:, Seguin, Lisa James,AAAA,Sub Non-Varsity ,2011,66288,1,1,2,1,2,2,2,2,2, Rough Riders March (King/Swearingen), Butterfly's Ball  (Fraley), Under An Irish Sky (Neeck)
31, 100-Concert Band, Seguin HS, TEA:, Seguin, Mark Buley,AAAAA,Varsity ,2011,66167,1,1,1,1,2,1,1,1,A, National Emblem March (Bagely / Fennell), Suite Divertimento  (Gilbert), Shadow Rituals  (Markowski)
32, 100-Concert Band, Seguin HS, TEA:, Seguin, Stephen Vaden,AAAAA,Non-Varsity ,2011,65680,1,2,2,2,1,1,1,1,2, Chanteys  (Sheldon), Harvesting The Fields of Russia  (Lucas), Prestissimo (King/Swearingen)
33, 100-Concert Band, Steele HS, TEA:, Cibolo, Kyle Friesenhahn,AAAAA,Varsity ,2011,60458,1,1,1,1,1,1,1,1,A, First Suite for Band (Gallop) (Alfred Reed), Suite Divertimento  (Gilbert),  Undertow  (Mackey)
34, 100-Concert Band, Steele HS, TEA:, Cibolo, Patrick Atkins,AAAAA,Sub Non-Varsity ,2011,65889,2,2,2,2,2,2,2,2, , Circus Days March (King/Schissel), Catch The Wind  (Hannickel),  Summer Resounding  (Balmages)
35, 100-Concert Band, Steele HS, TEA:, Cibolo, Steven Deater,AAAAA,Non-Varsity ,2011,66697,1,1,1,1,1,1,1,1,C, Alamo March (King/Swearingen), Canarios Fantasia  (Akey), Joy Revisited  (Ticheli)
36, 100-Concert Band, Wagner HS, TEA:, San Antonio," David Giddens / Keith Witt, Mark LeGault",AAAAA,Sub Non-Varsity ,2011,66312,1,2,2,2,2,2,3,2, , The Big Circus March (Foster), Knights of Dunvegan  (Meyer), Overture for Winds  (Carter)
37, 100-Concert Band, Wagner HS, TEA:, San Antonio," Keith Witt / Mark LeGault, David Giddens",AAAAA,Varsity ,2011,65705,1,1,2,1,1,1,1,1,A, Rag-Time-March (Yasuhide Ito), An American Elegy  (Ticheli), Overture To The Wasps  (Vaughan Williams/Hudson)
38, 100-Concert Band, Wagner HS, TEA:, San Antonio," Mark LeGault / David Giddens, Keith Witt",AAAAA,Non-Varsity ,2011,65866,2,2,2,2,1,1,1,1,2, Von Grrrhart's 613th Regimental March (Holsinger), Suite on Greek Love Songs (play mvt 2 plus one other mvt) (van Lijnschooten), Voices of the Sky  (Hazo)
