,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Anson HS, TEA:, Anson, Rob Hartman / Kathryn Grice,AA,Varsity ,2021,164307,1,1,1,1,1,1,1,1,A, Darklands March (Standridge), Joy  (Ticheli), Crest of Nobility  (Sheldon)
1, 100-Concert Band, Dublin Middle School, TEA:, Dublin," Cathryn Rasbury / Tember Lowe, Ronny Luedke, and Fabian Weirich",C,Non-Varsity ,2021,164640,2,3,2,2,2,3,2,2, , First Concert March (Feldstein/O'Reilly), Dorian Chant (Calhoun), Night Fury (Chambers)
2, 100-Concert Band, Eastland MS, TEA:, Eastland," Jett Lowrance / Juan Hernandez, Stephen Cox",C,Varsity ,2021,164715,1,1,1,1,1,1,1,1,C, Spitfire (Story), Down to the River  (Traditional/Sweeney), Night Fury  (Chambers)
3, 100-Concert Band, Eastland MS, TEA:, Eastland," Jett Lowrance / Juan Hernandez, Stephen Cox",C,Non-Varsity ,2021,164462,1,1,1,1,1,1,1,1,D, Synergy March (William Owens), Qin Shi`s Stone Army  (Arcari), Armory  (Standridge)
4, 100-Concert Band, Goldthwaite Middle School, TEA:, Goldthwaite, Haley Miller / Susan Reynolds,C,Non-Varsity ,2021,164090,2,2,2,2,1,1,2,1,2, Fortis  (Gazlay), Ghost Ship  (Story), Forward March  (Paul Murtha)
5, 100-Concert Band, Graham MS, TEA:, Graham," Hugh Grubbs / Brenda Smith, Dax Freeman, Joshua Kidd",CC,Varsity ,2021,162372,1,1,1,1,2,1,1,1,C, Danza de Espana  (Chambers), Shepherd`s Hey  (Traditional/Roszell), Band in the Square (on the Fourth of July) (La Plante)
6, 100-Concert Band, Hamilton MS, TEA:, Hamilton, Alison Hamilton / Asa Hamilton,C,Varsity ,2021,165065,2,3,2,2,1,2,2,2, , Triumph and Glory (Turner), Alpine Meadow  (Hodges), Crusade  (Gassi)
7, 100-Concert Band, Henderson Jr. High, TEA:, Stephenville," Gregory Copeland / Chris Conway, Meghan Lockwood, Michel Wimberly",CC,Non-Varsity ,2021,163482,1,1,1,1,2,1,2,2,2, Copper Creek March (Edmondson), Skye Boat Song  (Anon. or Trad./O'Reilly), Crusade  (Gassi)
8, 100-Concert Band, Henderson Junior High, TEA:, Stephenville," Chris Conway / Scott Copeland, Michel Wimberly, Meghan Lockwood",CC,Varsity ,2021,163432,1,1,1,1,1,1,1,1,C, The Drum Major March (Taylor), Laniakea  (Wilds), Red Giant  (Vargas)
9, 100-Concert Band, Santo MS, TEA:, Santo, Mark Belding / Julie Worcester,C,Varsity ,2021,162879,1,1,1,1,1,1,1,1,C, A Shaker March (John Kinyon), Ming Court  (Pitter), Shepherd`s Hey  (Traditional/Roszell)
