,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Bellville High School, TEA:, Bellville, John Pritchett,AAA,Varsity ,2013,83738,2,1,1,1,1,1,1,1,A, Honey Boys on Parade (Cupero/Bourgeois), Blue and Green Music (Samuel Hazo), Summer Dances (Brian Balmages )
1, 100-Concert Band, Brenham High School, TEA:, Brenham, Eric Rettig,AAAA,Varsity ,2013,83832,1,1,1,1,1,1,1,1, , Easter Monday on the White House Lawn (Sousa/Rogers), Equus  (Whitacre/ ), La Fiesta Mexicana (play at least two mvts) (mvts 2&3) (Reed/ )
2, 100-Concert Band, Brenham High School, TEA:, Brenham, Micheal Hanson,AAAA,Non-Varsity ,2013,83836,3,2,1,2,1,1,1,1,2, Orion (Van der Roost), I Am  (Boysen), Shepherd's Hey  (Grainger/Rogers)
3, 100-Concert Band, Hempstead High School, TEA:, Hempstead, Ronald A Walker Sr,AA,Varsity ,2013,85236,2,1,3,2,1,1,1,1,1, Colliding Visions  (Balmages/ ), Appalachian Morning  (Sheldon/ ), Espana Cani (Pascual MarquinaNarro/Michael Story)
4, 100-Concert Band, Navasota High School, TEA:, Navasota, Martin England,AAA,Varsity ,2013,86106,3,2,3,3,2,2,2,2, , Overture for Winds  (Carter/ ), A Walk With McCarley  (Ragsdale/ ), Peacemaker (King)
5, 100-Concert Band, Northbrook High School, TEA:, Houston, Bobby Gonzalez,AAAA,Varsity ,2013,86327,2,1,2,2,1,1,1,1,1," Sun Dance  (Ticheli, Frank)"," On a Hymnsong of Philip Bliss  (Holsinger, David)"," The Tahoka Galop (Owens, William)"
6, 100-Concert Band, Northbrook High School, TEA:, Houston, Gus Ortega / Robert Gonzalez,AAAA,Non-Varsity ,2013,86321,3,3,3,3,3,3,2,3, , Spirit of the Fleet (William Owens), Songs Of The Whalemen  (Del Borgo/ ), Shepherd's Hey  (Roszell/ )
7, 100-Concert Band, Royal High School, TEA:, Brookshire," Robert Eaton, II / Gary Miller,",AAA,Varsity ,2013,84613,4,4,4,4,5,4,3,4, , Blue Ridge Saga  (Swearingen/ ), Dona Nobis Pacem  (Sudduth/ ), Valley Forge March (John Edmondson)
8, 100-Concert Band, Sealy High School, TEA:, Sealy, Russell Balusek,AAA,Varsity ,2013,86168,2,3,3,3,1,1,1,1,1, Abracadabra  (Ticheli/ ), Fantasy on a Fiddle Tune  (LaPlante/ )," Zia, Zia! (Claude T. Smith)"
9, 100-Concert Band, Spring Woods High School, TEA:, Houston, Jeff Munger / Monty Morris-Brame,AAAA,Non-Varsity ,2013,86502,1,2,2,2,2,3,3,3, , Peace Jubilee (King), Down by the Salley Gardens  (Anon. or Trad./Sweeny), Abracadabra  (Ticheli/ )
10, 100-Concert Band, Spring Woods High School, TEA:, Houston, Monty Morris-Brame / Jeff Munger,AAAA,Varsity ,2013,84615,1,1,1,1,1,2,2,2,1, Who's Who in Navy Blue (Sousa), O Magnum Mysterium  (Lauridsen/Reynolds), The Hounds of Spring  (Reed )
11, 100-Concert Band, Stratford High School, TEA:, Houston, Richard Graham / Suzanne Thompson,AAAA,Varsity ,2013,84793,1,1,1,1,1,1,1,1,B, The Klaxon (Fillmore / Fennell), O Magnum Mysterium (Lauridsen / Reynolds), Tempered Steel (Young)
12, 100-Concert Band, Stratford High School, TEA:, Houston, Suzanne Thompson / Richard Graham,AAAA,Non-Varsity ,2013,85702,2,1,1,1,1,1,1,1,C, Alamo (March) (King/Swearingen), Gigue Francaise  (Strommen/ ), La Madre de los Gatos  (Beck/ )
13, 100-Concert Band, Waller High School, TEA:, Waller," Grant McWilliams / Richard Hanf, Joseph Cox",AAAA,Varsity ,2013,83589,1,1,1,1,1,1,1,1,A, The Trombone King (King/Paynter), Suite Divertimento  (Gilbert/ ), Psalm for Band  (Persichetti/ )
14, 100-Concert Band, Waller High School, TEA:, Waller," Richard Hanf / Grant McWilliams, Joe Cox",AAAA,Non-Varsity ,2013,83556,1,1,1,1,1,1,1,1,C, Courage (Harold Bennett/Larry Clark), Bartok Variations  (Broege), Legend of Knife River  (Bulla)
