,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Alvin High School, TEA:, Alvin, Chad Bowen,AAAAA,Varsity ,2009,50132,2,2,1,2,2,2,2,2, , Barnum and Bailey's Favorite (King/Bainum), Overture to Candide  (Bernstein/Grundman/Beeler), First Suite in Eb for Military Band  (Holst/Matthews/Fennell)
1, 100-Concert Band, Alvin High School, TEA:, Alvin, William R. Leo,AAAAA,Sub Non-Varsity ,2009,50144,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Harmony King March (Robert Geisler), Black is the Color of My True Love's Hair  (Curnow), Two British Folk Songs  (Anon. or Trad./Del Borgo)
2, 100-Concert Band, Alvin High School, TEA:, Pearland, Douglas Grice,AAAAA,Non-Varsity A,2009,50137,1,2,1,1,2,1,2,2,2, Third Suite (play two mvts) (Jager), Butterfly's Ball  (Fraley), March Juno (Stewart)
3, 100-Concert Band, Angleton High School, TEA:, Angleton, Mike Allen / Charles Fricker,AAAA,Varsity ,2009,49742,2,2,2,2,1,1,2,1,1, The Walking Frog (King/Foster), Abracadabra  (Ticheli), A Tribute to Grainger (play all) (Grainger/Ragsdale)
4, 100-Concert Band, Brazosport High School, TEA:, Freeport, Jerry Crummel,AAAA,Varsity ,2009,50012,3,3,3,3,2,2,3,2, , Hosts of Freedom (March) (Karl King/Paynter), Variations on Scarborough Fair  (Custer), Pablo!  (Meyer)
5, 100-Concert Band, Brazoswood High School, TEA:, Clute, Amy Walden,AAAAA,Sub Non-Varsity A,2009,50014,1,2,1,1,2,1,1,1,C, True Blue March (King/ Swearingen), Pageant  (Persichetti), Sun Dance  (Ticheli)
6, 100-Concert Band, Brazoswood High School, TEA:, Clute, Brian Casey,AAAAA,Non-Varsity ,2009,49905,1,1,1,1,1,1,1,1,C, The Purple Pageant March (King), Psalm 46  (Zdechlik), Shadow Rituals  (Markowski)
7, 100-Concert Band, Brazoswood High School, TEA:, Clute, Jimmy Koch,AAAAA,Varsity ,2009,49068,1,1,1,1,1,1,1,1,A, Paris Sketches  (Ellerby/Reynish), The Glory of the Yankee Navy (Sousa/Schissel), Machu Picchu - City in the Sky  (Yagisawa)
8, 100-Concert Band, Clear Brook High School, TEA:, Friendswood, Mike Ary,AAAAA,Sub Non-Varsity ,2009,45517,2,3,3,3,3,3,4,3, , Polly Oliver  (Root), Overture on a Minstrel Tune  (LaPlante), Military Escort (Bennett/Swearingen)
9, 100-Concert Band, Clear Brook High School, TEA:, Friendswood, Mike Ary,AAAAA,Varsity ,2009,45515,2,2,1,2,2,2,1,2, ," Armenian Dances, Set I  (Reed)", Trittico  (Nelhybel), His Honor (Fillmore/Foster)
10, 100-Concert Band, Clear Brook High School, TEA:, Friendswood, Mike Ary / Jason Smith,AAAAA,Non-Varsity ,2009,45516,1,1,1,1,1,1,2,1,C, Symphonic Dance No. 3 (Fiesta)  (Williams), Ghost Fleet  (Sheldon), United Nations (King/Swearingen)
11, 100-Concert Band, Clear Creek High School, TEA:, League City, John Pearce,AAAAA,Sub Non-Varsity ,2009,50008,1,1,1,1,1,1,2,1,C, Kentucky Pride (Edmondson), Abracadabra  (Ticheli), Chanteys  (Sheldon)
12, 100-Concert Band, Clear Creek High School, TEA:, League City, Dean Beltram,AAAAA,Non-Varsity ,2009,50003,1,2,1,1,1,1,1,1,C, Little English Girl (L'Inglesina) (Delle Cese), Third Suite  (Jager), Variations on a Korean Folk Song  (Chance)
13, 100-Concert Band, Clear Creek High School, TEA:, League City, John Petersen,AAAAA,Varsity ,2009,49157,1,1,1,1,1,1,1,1,A, Easter Monday on the White House Lawn (Sousa/Rogers), Symphony for Band  (Persichetti), Redline Tango  (Mackey)
14, 100-Concert Band, Clear Lake High School, TEA:, Houston, Joe Munoz,AAAAA,Varsity ,2009,49147,1,1,1,1,1,1,1,1,A, La Procession du Rocio  (Turina/Reed), Lincolnshire Posy (play at least five mvts) (Grainger), The Glory of the Yankee Navy (Sousa/Fennell)
15, 100-Concert Band, Clear Lake High School, TEA:, Houston, Kristi Lively,AAAAA,Sub Non-Varsity A,2009,46751,2,3,1,2,3,1,2,2, , Peacemaker (K. L. King), English Country Settings  (La Plante), The Jig is Up  (Kallman)
16, 100-Concert Band, Clear Lake High School, TEA:, Houston, Lester Williams,AAAAA,Non-Varsity ,2009,47550,1,1,1,1,1,1,1,1,C, Marche Indienne (Adolphe Sellenick/ ed. Bourgeois), First Suite in Eb for Military Band  (Holst/Matthews/Fennell), Summer Dances  (Balmages)
17, 100-Concert Band, Clear Springs High School, TEA:, league city, Michael Nelson,AAAAA,Sub Non-Varsity ,2009,49909,3,3,3,3,4,2,3,3, , Valley Forge (King / Swearingen), Kenya Contrasts  (Himes), Dedicatory Overture  (Williams)
18, 100-Concert Band, Clear Springs High School, TEA:, League City, Timothy Grange,AAAAA,Non-Varsity A,2009,50245,2,2,2,2,1,1,1,1,2, The High School Cadets (Sousa/Byrne), Amazing Grace  (Ticheli), American Riversongs  (La Plante)
19, 100-Concert Band, Dawson High School, TEA:, Pearland, Ryan Agard,AAAA,Varsity ,2009,50427,2,3,1,2,1,1,1,1,1, Fanfare and Allegro  (Williams), La Fiesta Mexicana (play at least two mvts) (Reed), A Century of Progress March (Sousa)
20, 100-Concert Band, Dawson High School, TEA:, Pearland, Ryan Agard / Meredith Bates,AAAA,Non-Varsity ,2009,50428,1,2,1,1,1,1,1,1,C, Coast Guards March (King/Swearingen), Three English Dances (Anon. or Trad./Stone), Joy Revisited  (Ticheli)
21, 100-Concert Band, Dickinson High School, TEA:, Dickinson, Trevor Braselton,AAAAA,Non-Varsity ,2009,47775,1,2,1,1,2,1,2,2,2, The Big Cage (Karl King), Abracadabra  (Ticheli), Satiric Dances (play mvt 3) (Dello Joio)
22, 100-Concert Band, Dickinson High School, TEA:, Dickinson, Wade McDonald,AAAAA,Varsity ,2009,47435,1,1,1,1,1,1,2,1,A, Colossus of Columbia March (Alexander)," Southern Harmony (mvts 1,2,3) (Grantham)", Overture to Colas Breugnon  (Kabalevsky/Hunsberger)
23, 100-Concert Band, Friendswood High School, TEA:, Friendswood, Aaron Brown,AAAA,Non-Varsity ,2009,47883,1,1,1,1,1,1,1,1,C, Trooper's Tribunal (Fillmore/Rhea), Vesuvius  (Ticheli)," Armenian Dances, Set I  (Reed)"
24, 100-Concert Band, Friendswood High School, TEA:, Friendswood, Gregory Dick,AAAA,Varsity ,2009,48619,1,1,1,1,1,1,1,1,A, Solid Men To The Front (Sousa/Byrne), Overture to The School for Scandal (Barber/Hudson), Symphony in Bb for Band (play at least one mvt) (Hindemith)
25, 100-Concert Band, Friendswood High School, TEA:, Pearland, Julio Sanchez,AAAA,Sub Non-Varsity A,2009,47711,2,1,1,1,1,1,1,1,C, Rough Riders (King/Swearingen), Blasenfest  (Fry), Dancing at Stonehenge  (Suter)
26, 100-Concert Band, Manvel HS, TEA:, Manvel, Rick Scott,AAAA,Non-Varsity A,2009,48970,2,1,2,2,1,1,1,1,2, American Riversongs  (La Plante), Spoon River  (Grainger/Sheldon/Bar Bainum/GS(POP)), Miss Liberty (King/Swearingen)
27, 100-Concert Band, Pearland High School, TEA:, Pearland, Jimmy Nowell,AAAAA,Sub Non-Varsity ,2009,48411,2,2,2,2,2,3,3,3, , Alamo March (Karl L. King / James Swearingen), Mosaic  (Paulus), Royal Coronation Dances  (Gervaise/Margolis)
28, 100-Concert Band, Pearland High School, TEA:, Pearland, Jimmy Nowell,AAAAA,Varsity ,2009,44402,1,1,1,1,2,2,2,2,1, Canzona  (Mennin), Symphonic Movement  (Nelhybel), The Glory of the Yankee Navy March (John Philip Sousa/Frederick Fennell)
29, 100-Concert Band, Pearland High School, TEA:, pearland, Tom Bell,AAAAA,Non-Varsity ,2009,48414,2,2,2,2,2,1,1,1,2, Domingo Ortega (Ledesma and Rafael-Wiley), English Country Settings  (La Plante), Sun Dance  (Ticheli)
30, 100-Concert Band, Santa Fe High School, TEA:, Santa Fe, Aran Bercu / Beth Sanborne,AAAA,Varsity ,2009,50121,3,3,2,3,2,2,3,2, , The Fairest of the Fair (Sousa), Havendance (Holsinger), Summer Dances  (Balmages)
31, 100-Concert Band, Texas City High School, TEA:, Texas City," Bill Biskup / Vincent Gumkowski, Amy Dykes",AAAA,Varsity ,2009,49722,4,4,4,4,3,3,4,3, , English Country Settings  (La Plante), West Highlands Sojourn  (Sheldon), Hosts of Freedom (King/Painter)
