,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Comanche HS, TEA:, Comanche, Kim Reedy,AA,Varsity ,2011,61901,2,2,1,2,2,1,2,2, , Allied Honor (King/Swearingen), Three Folk Miniatures  (Anon. or Trad./Jutras), Catch The Wind  (Hannickel)
1, 100-Concert Band, De Leon HS, TEA:, De Leon, Chuck Miller,A,Varsity ,2011,60573,3,1,2,2,1,1,1,1,1, New Castle March (Johnnie Vinson), Pevensey Castle  (Sheldon), Pinnacle  (Grice)
2, 100-Concert Band, Dublin HS, TEA:, Dublin, Aaron Martin / Justin Stabach,AA,Varsity ,2011,61639,1,1,1,1,1,1,1,1,A, Fort Canterbury March (Holsinger), Pinnacle (Grice), Our Kingsland Spring  (Hazo)
3, 100-Concert Band, Eastland, TEA:, Eastland, Terry Everts / Brad Mitchell,AA,Varsity ,2011,61077,1,1,1,1,1,1,1,1,A, Prestissimo (K.L. King / Arr. Swearingen), Americans Lost  (Tucker), In a French Garden  (Meyer)
4, 100-Concert Band, Godley High School, TEA:, Godley, Taylor Cathey,AA,Non-Varsity ,2011,60911,3,3,3,3,1,1,1,1,2, Fanfare for a New Age  (Story), Song of Hope  (Swearingen), Fort Canterbury March (Holsinger)
5, 100-Concert Band, Godley HS, TEA:, Godley, Jeffrey Henry,AA,Varsity ,2011,60715,2,2,2,2,1,1,1,1,1, Call to Victory March (Karl L. King / James Swearingen), In The Shining Of The Stars  (Sheldon), Abracadabra  (Ticheli)
6, 100-Concert Band, Gorman High School, TEA:, Gorman," John Howard, Jr.",A,Var-Composite ,2011,61621,4,4,3,4,2,3,3,3, , March of the Ladybugs (Barry Kopetz), Serengeti Dreams  (Smith), Pinnacle  (Grice)
7, 100-Concert Band, Grandview HS, TEA:, Grandview, Floy McKinnerney,AA,Varsity ,2011,61619,3,2,2,2,2,2,1,2, , Amparito Roca (Gary Fagan), Italian Masters Suite (Gordon), Fantasy On An Irish Air (Saucedo)
8, 100-Concert Band, Hamilton, TEA:, Hamilton, Tim Edins / Bill Blackburn,AA,Varsity ,2011,61634,1,1,1,1,1,1,1,1,A, United Nations March (K.L. King), On a Hymnsong of Philip Bliss  (Holsinger), Flight of Eagles  (Del Borgo)
9, 100-Concert Band, Hico HS, TEA:, Hico, Bobby Yerigan,AA,Varsity ,2011,60204,2,1,1,1,1,1,1,1,A, Monterey March (LaPlante), Our Kingsland Spring  (Hazo), Two British Folk Songs  (Anon. or Trad./Del Borgo)
10, 100-Concert Band, May High School, TEA:, May, Brian Flenniken,A,Var-Composite ,2011,61986,4,3,3,3,2,2,2,2, , Make Way For Melody (Leon Metcalf/Lafferty), Wildwind Overture  (Kinyon), Pevensey Castle  (Sheldon)
11, 100-Concert Band, Maypearl High Schoo, TEA:, Maypearl, Brian Cupp / Sara Morris,AA,Varsity ,2011,60280,3,2,2,2,2,3,1,2, , March of the Irish Guard (James D. Ployhar), Pinnacle  (Grice), Songs Of The Whalemen  (Del Borgo)
12, 100-Concert Band, Peaster HS, TEA:, Peaster, Michael Garrett,AA,Varsity ,2011,61752,3,2,2,2,3,3,3,3, , March of the Irish Guard (Ployhar), Joy  (Ticheli), Phantom Ship  (Del Borgo)
13, 100-Concert Band, Ranger High School, TEA:, Ranger, Shannon Edwards,A,Varsity ,2011,60579,1,2,1,1,1,1,1,1,B, Phantom Ship  (Del Borgo), Liberty March (King/Swearingen), Fire Dance (Akey)
14, 100-Concert Band, Rio Vista High School, TEA:, Rio Vista, Joshua Skipper,AA,Varsity ,2011,61070,3,3,3,3,2,2,2,2, , Newcastle March (Vinson), Dolce and Dance (Fagan), Songs Of The Whalemen (Del Borgo)
15, 100-Concert Band, Rising Star HS, TEA:, Rising Star, Ronny Luedke,A,Var-Composite ,2011,61668,3,3,3,3,3,4,3,3, , Fire Dance  (Akey), Song of Hope  (Swearingen), Newcastle March (Vinson)
16, 100-Concert Band, Santo High School, TEA:, Santo, Tim Riley / Heather Van Remmen,A,Varsity ,2011,60912,1,1,1,1,1,1,1,1,A, The Pinnacle (Concert March) (David Shaffer), Medieval Legend  (Story), Cascadia Celebration  (Hodges)
17, 100-Concert Band, Tolar HS, TEA:, Tolar, Darrington E. White / Sean Carpenter,AA,Var-Composite ,2011,59865,1,1,1,1,1,1,1,1,A, Mister Joe (Harold Bennett/Larry Clark), Serengeti Dreams  (Smith)," Moscow, 1941  (Balmages)"
