,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Booker I.S.D., TEA:, Booker, Patrick Pantleo,A,Varsity ,2014,89728,1,1,1,1,1,1,1,1,A, Lexington March (John Edmondson), Colliding Visions  (Balmages/ ), Fire Dance  (Akey/ )
1, 100-Concert Band, Borger High School, TEA:, Borger," Kevin Kuehler / Nick Mears, Will Brewer",AAA,Varsity ,2014,89621,2,1,2,2,1,1,1,1,1, On a Hymnsong of Philip Bliss  (Holsinger/ ), Foundry  (Mackey/ ), Peacemaker (King)
2, 100-Concert Band, Boys Ranch, TEA:, Boys Ranch, John Williams,AA,Varsity ,2014,89860,2,3,2,2,3,3,3,3, , Eagle Pride March (Seaman), Cumberland Cross  (Strommen/ ), Fire Dance  (Akey/ )
3, 100-Concert Band, Bushland High School, TEA:, Bushland," Gregg Diamond / Joe Woolsey, Jamie Barnard and Brad Kinder",AA,Varsity ,2014,89883,1,1,1,1,1,1,1,1,A, Imperial March (King/Swearingen), They Led My Lord Away  (Gordon/Allen), Overture for Winds  (Carter/ )
4, 100-Concert Band, Canadian High School, TEA:, Canadian, Jennifer Webber / Dean Webber,AA,Varsity ,2014,88698,2,1,1,1,1,1,1,1,B, El Relicario (Jose Padilla Arr. Michael Story), Song of Hope (Swearingen/ ), Abracadabra (Ticheli/ )
5, 100-Concert Band, Childress High School, TEA:, Childress, Ray Ridens,AA,Varsity ,2014,89872,4,4,3,4,2,3,3,3, , Australian Up Country Tune (Grainger), Blue Mountain Saga (Bulla), Call To Victory (King/Swearingen)
6, 100-Concert Band, Clarendon High School, TEA:, Clarendon, Michael Cason / Scott Strobel,A,Varsity ,2014,90103,2,3,3,3,2,3,2,2, , Courage (March) (Larry Clark), Korean Folk Rhapsody  (Curnow/ ), English Folk Suite  (Del Borgo/ )
7, 100-Concert Band, Claude High School, TEA:, Claude, Shelley Thornton,A,Varsity ,2014,89930,2,1,2,2,1,1,1,1,1, New South Wales March (John Edmondson), Heroes Triumphant  (Owens/ ), Serengeti Dreams  (Smith/ )
8, 100-Concert Band, Dimmitt, TEA:, Dimmitt, Robert Burke,AA,Varsity ,2014,89316,2,2,1,2,3,3,3,3, , March Militaire (Hildreth), Two Minute Symphony (Margolis/ ), The Harmonious Blacksmith  (Handel/Osterling)
9, 100-Concert Band, Friona High School, TEA:, Friona," Chris Rackley / Allison Johnston, Benjamin Monk",AA,Varsity ,2014,89088,1,1,2,1,3,2,2,2,1, Norland March (John Edmondson), Colliding Visions  (Balmages/ ), Adrenaline Engines  (Standridge/ )
