,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Anahuac ISD, TEA:, Anahuac, Kevin Heckaman / Cliff Brown and Jack Waldrop,AA,Var-Composite ,2009,47931,1,1,1,1,1,1,1,1,A, The Boys of the Old Brigade (Chambers/Smith), Salvation is Created  (Tschesnokoff/Houseknecht), First Suite in Eb (play two mvts) (Holst/Matthews)
1, 100-Concert Band, Bridge City High, TEA:, Bridge City," Traci Anderson / Kyle Leyendecker, Donna Williams",AAA,Varsity ,2009,46463,1,2,2,2,1,1,1,1,1, Torch of Liberty (K.L. King), Shenandoah  (Ticheli), Chanteys  (Sheldon)
2, 100-Concert Band, Buna High, TEA:, Buna, Tami Goss,AA,Varsity ,2009,48420,1,1,1,1,1,1,1,1,B, Burma Patrol (K.L. King), Heaven's Light  (Reineke), Contrasto Grosso Mvts. 1 & 3 (de Haan)
3, 100-Concert Band, Colmesneil High, TEA:, Colmesneil, Kenneth Harvill,A,Non-Varsity ,2009,48802,3,3,3,3,2,2,2,2, , Ming Court  (Pitter), Courtlandt County Festival  (Owens), Liberty March (John Edmondson)
4, 100-Concert Band, Corrigan-Camden, TEA:, Corrigan, Randy Randolph,AA,Varsity ,2009,48167,3,3,3,3,2,1,2,2, , The Lieutenant-Commander (Karl King), Phantom Ship  (Del Borgo), Kenya Contrasts  (Himes)
5, 100-Concert Band, Deweyville High, TEA:, Deweyville, Dwain Forsythe,AA,Var-Combined ,2009,48086,3,4,4,4,2,3,3,3, , Peacemaker (K. L. King), Canon of Peace  (Jennings), Portrait of a Clown  (Ticheli)
6, 100-Concert Band, East Chambers Buccanneer, TEA:, Winnie, Holly Turk,AA,Var-Composite ,2009,48156,2,1,2,2,1,1,1,1,1, Genius  (Harold Bennett/Larry Clark), Three Folk Miniatures (play mvts 1 & 3) (Anon. or Trad./Jutras)," Moscow, 1941  (Balmages)"
7, 100-Concert Band, Hamshire-Fannett, TEA:, Hamshire, Sam Moore,AAA,Varsity ,2009,47146,2,2,2,2,2,1,2,2, , Men in Gray (N.K. Brahmsted), West Highlands Sojourn  (Sheldon)," Moscow, 1941  (Balmages)"
8, 100-Concert Band, Hardin High, TEA:, Hardin, Bob Smith / Gabrielle Chandler,AA,Var-Composite ,2009,46511,2,3,3,3,2,2,2,2, , El Gaucho  (Mesang/Rhodes), Pinnacle  (Grice)," Moscow, 1941  (Balmages)"
9, 100-Concert Band, Hardin-Jefferson HS, TEA:, Sour Lake," Michael Westbrook / Ramon Ramos, Phillip Maldonado",AAA,Varsity ,2009,48591,1,2,2,2,2,2,2,2, , Pan American (Karl L. King), Flight of Eagles  (Del Borgo), American Riversongs  (La Plante)
10, 100-Concert Band, Hemphill High, TEA:, Hemphill, Evan Richardson,AA,Varsity ,2009,46394,2,2,1,2,1,1,1,1,1, Invictus March (K.L. King), Greenwillow Portrait  (Williams), West Highlands Sojourn  (Sheldon)
11, 100-Concert Band, Jasper High, TEA:, Jasper, Jeff Parma,AAA,Varsity ,2009,46415,1,1,1,1,1,1,1,1,B, Columbian March (King), Joy Revisited  (Ticheli), A Longford Legend mvts 2 & 3 (Sheldon)
12, 100-Concert Band, Kirbyville High, TEA:, Kirbyville," Jason Anderson / Will Gallagher, Courtney Gallagher, Kasey Brown",AA,Varsity ,2009,48216,1,1,1,1,1,1,1,1,A, Them Basses (Huffine), Old Scottish Melody  (Wiley), Ghost Fleet  (Sheldon)
13, 100-Concert Band, Kountze High School, TEA:, Kountze," Robert Fife / Travis Fife, Brad Long",AA,Varsity ,2009,46621,1,3,1,1,1,1,1,1,B, The Melody Shop March (King/Glover), Loch Lomond  (Ticheli), Chant and Jubilo  (McBeth)
14, 100-Concert Band, Liberty High, TEA:, Liberty, Tom Guidry / Allison Hardy,AAA,Varsity ,2009,48354,3,3,2,3,2,1,1,1,1, Rondo (Arnold/Paynter), Dancing at Stonehenge (Anthony Suter), Emblem of Unity (J.J. Richards)
15, 100-Concert Band, Onalaska High School, TEA:, Onalaska, Thomas Bridgmon,AA,Non-Varsity ,2009,47425,4,3,4,4,3,3,3,3, , Korean Folk Rhapsody  (Curnow), Atlantis  (McGinty), Highlander Regiment (James D. Ployhar)
16, 100-Concert Band, Orangefield High, TEA:, Orangefield, A. L. (T-Lew) Van Metre / Rebecca McMillen,AAA,Varsity ,2009,48242,2,1,2,2,1,1,2,1,1, The Klaxon (Filmore/Balent), A Sailor's Odyssey  (Bobrowitz), Two Irish Sketches (play all) (Black)
17, 100-Concert Band, Silsbee High, TEA:, Silsbee," John Roberts / Todd Patterson, Carol Patterson",AAA,Varsity ,2009,47811,1,1,1,1,1,1,1,1,B, George Washington Bicentennial March (Sousa/Fennell), The Willows of Winter  (Brooks), A Highland Rhapsody  (Van der Roost)
18, 100-Concert Band, W.Orange-Stark High, TEA:, Orange, Ray Lavan,AAA,Varsity ,2009,49597,4,4,4,4,4,3,4,4, , Kenya Contrasts  (Himes), Polly Oliver  (Root), Lietenant Commander (King)
