,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Allen High School, TEA:, Allen, David Fortenberry,AAAAA,Sub Non-Varsity A,2014,95466,1,1,1,1,1,1,1,1,C," Inglesina, ""The Little English Girl"" (Davide Delle Cese)", Shepherd's Hey  (Grainger/Rogers), Rikudim  (Van der Roost/ )
1, 100-Concert Band, Allen High School, TEA:, Allen," Jeremy Rohr / David Fortenberry, Mallarie Munoz",AAAAA,Sub Non-Varsity D,2014,95743,1,1,1,1,1,1,1,1,C, Valley Forge March (Karl L. King / Arranged James Swearingen), The Sun Just Touched the Morning  (Burns/ ), Chisholm Trail  (Strommen/ )
2, 100-Concert Band, Allen High School, TEA:, Allen, John Peterson,AAAAA,Sub Non-Varsity B,2014,94650,1,1,1,1,1,1,1,1,C, New Mexico March (Sousa/Fennell), Sheltering Sky  (Mackey/ ), Sun Dance  (Ticheli/ )
3, 100-Concert Band, Allen High School, TEA:, Allen, Laura Patton,AAAAA,Sub Non-Varsity C,2014,94616,1,1,1,1,1,1,1,1,C, Bonds of Unity (King/Swearingen), Highland Celebration (Silva), Choreography (Sheldon)
4, 100-Concert Band, Allen High School, TEA:, Allen, Mallarie Munoz,AAAAA,Sub Non-Varsity F,2014,95458,2,2,2,2,1,2,2,2, , Tygh Ridge March (Steve Hodges), Summer Resounding  (Balmages/ ), Catch The Wind  (Hannickel/ )
5, 100-Concert Band, Allen High School, TEA:, Allen, Tanner Smith,AAAAA,Sub Non-Varsity E,2014,94443,1,2,1,1,1,1,1,1,C, Brookshire Suite  (Barnes/ ), Earth Song  (Ticheli/ ), Torch of Liberty March (K. King)
6, 100-Concert Band, Clark High School, TEA:, Plano, John Mays / Michael Scott,AAAAA,Sub Non-Varsity B,2014,92787,1,1,1,1,1,1,1,1,C, Joy Revisited  (Ticheli/ ), Colliding Visions  (Balmages/ ), La Pequena Marcha Espanola (Fred Oldencott)
7, 100-Concert Band, Clark High School, TEA:, Plano, Michael Scott / John Mays,AAAAA,Sub Non-Varsity C,2014,92801,2,1,2,2,2,1,2,2, , La Madre de los Gatos  (Beck/ ), New Horizons  (Corrigan/ ), Andalucia (Victor Lopez)
8, 100-Concert Band, Clark High School, TEA:, Plano, Michael Scott / John Mays,AAAAA,Sub Non-Varsity A,2014,92798,1,2,2,2,1,1,1,1,2, Three Celtic Dances  (Balmages/ ), Deir in De (Anon. or Trad./Barker), March of the Buccaneers (Victor Flowers)
9, 100-Concert Band, Jasper High School, TEA:, Plano, Charley Hendrix,AAAAA,Sub Non-Varsity C,2014,94125,2,1,2,2,2,1,1,1,2, March For A Festive Occasion (Eric Osterling), The Red Balloon  (McGinty/ ), Fantasy on a Fiddle Tune  (LaPlante/ )
10, 100-Concert Band, Jasper High School, TEA:, Plano, Charley Hendrix,AAAAA,Sub Non-Varsity A,2014,94108,2,1,1,1,1,1,1,1,C, Kiefer's Special (W. H. Kiefer), Blue And Green Music (Samuel R. Hazo), Variations on a Korean Folk Song  (Chance/ )
11, 100-Concert Band, Jasper High School, TEA:, Plano, Jackie Digby / Charley Hendrix,AAAAA,Sub Non-Varsity B,2014,94036,1,1,2,1,1,1,1,1,C, Alamo (James Swearingen/Karl L. King), Earth Song  (Ticheli/ ), Puszta (play two mvts) (Van der Roost/ )
12, 100-Concert Band, McKinney Boyd High School, TEA:, McKinney, Derek Stoughton,AAAAA,Sub Non-Varsity B,2014,95938,1,2,1,1,1,1,1,1,C, Coast Guards (King/Swearingen), Broken Bow  (Strommen/ ), Fantasy on a Fiddle Tune  (LaPlante/ )
13, 100-Concert Band, McKinney Boyd High School, TEA:, McKinney, Jason Myers,AAAAA,Sub Non-Varsity A,2014,91600,1,1,1,1,1,1,1,1,C, Banditen Galopp Op. 378 (Strauss/Shaffer), Songs of Old Kentucky  (Karrick/ ), A Highland Rhapsody  (Van der Roost/ )
14, 100-Concert Band, McKinney High School, TEA:, McKinney, Ken Ringel,AAAAA,Sub Non-Varsity A,2014,94653,1,1,1,1,1,1,1,1,C, Circus Days (King/Schissel), Hypnotic Fireflies  (Balmages/ ), La Madre de los Gatos  (Beck/ )
15, 100-Concert Band, McMillen High School, TEA:, Murphy, Nick Beaudet,AAAAA,Sub Non-Varsity A,2014,94187,1,1,1,1,1,1,1,1,C, Blalock Canyon March (Hodges), Fantasy on an Early American Marching Tune  (Sheldon), Steel  (Standridge)
