,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Alvin JH, TEA:, Alvin," Kyle Norman / Jessicah Saldana, Lee Willis",CC,Varsity ,2019,145141,1,2,2,2,1,1,1,1,2, Kiefer's Special (William H. Kiefer/ ed. Timothy Rhea), Swirling Prisms (Brian Balmages), I'm Seventeen Come Sunday (Percy Grainger/ arr. Larry Daehn)
1, 100-Concert Band, Angleton Junior High, TEA:, Angleton, James Frasier,CCC,Varsity ,2019,144112,2,1,2,2,1,1,1,1,2, Voice of America (King), Hypnotic Fireflies  (Balmages), Fantasy on a Fiddle Tune  (La Plante)
2, 100-Concert Band, Bayside Intermediate, TEA:, League City, Kyle Mapp,CC,Varsity ,2019,144372,1,1,1,1,1,1,1,1,C, Espana Cani  (Marquina/Longfield ), Simple Song  (Bernstein/Sweeney), Jocuri Poprale Romanesti (Bartok/Goto)
3, 100-Concert Band, Blocker Middle School, TEA:," Texas City, Texas 77590", Jose Chaidez,CCC,Varsity ,2019,144351,2,2,1,2,2,1,2,2, , Rough Riders (K. King/Swearingen), On a Hymnsong of Philip Bliss  (Holsinger), Abracadabra  (Ticheli)
4, 100-Concert Band, Brookside Intermediate School, TEA:, Friendswood, Andie Troutman / Jennifer Rogers,CC,Varsity ,2019,144426,1,1,1,1,1,1,1,1,C, Men of Ohio (Filmore/Swearingen), Pinnacle (Grice), La Madre de los Gatos  (Beck)
5, 100-Concert Band, Clear Creek Intermediate, TEA:, LEAGUE CITY, John Wes Stuart / Courtney Mantle,CC,Varsity ,2019,140390,1,2,2,2,1,1,1,1,2, Centennial March (Steve Hodges), Crystalline  (Clark), Brave Spirit  (Standridge)
6, 100-Concert Band, Clear Lake Intermediate School, TEA:, Houston," Doug Parmer / Chris Davis, Andrew Keller",CC,Varsity ,2019,144560,1,2,2,2,1,1,1,1,2, Coast Guards March (King/Swearingen), Into the Arctic  (Balmages), Fantasy on an Early American Marching Tune  (Sheldon)
7, 100-Concert Band, Clute Intermediate School, TEA:, Clute," Daniel Fernandez / Thomas Torres, Aundray Edwards",CC,Varsity ,2019,146192,1,2,2,2,1,1,1,1,2, Fort Canterbury March (David Holsinger), Spirit of an Eagle  (Clark), Tanchozuru  (Standridge)
8, 100-Concert Band, Creekside, TEA:, League City, Ana Tran / Thomas Macias,CC,Varsity ,2019,149089,1,1,2,1,1,1,1,1,C, Invercargill March (Lithgow/Custer), Tanchozuru (Randall Standridge), Sparks (Brian Balmages)
9, 100-Concert Band, Dr. Ronald McNair Junior High, TEA:, Pearland, Julie Jezek,CC,Varsity ,2019,150484,1,1,1,1,1,1,1,1,C, Invercargill (Alex Lithgow/Calvin Custer)," Simple Gifts, Four Shaker Songs ((play mvt 1, 2, or 4) ) (Ticheli)", J. S. Jig  (Karrick)
