,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Alamo Heights Junior School, TEA:, San Antonio, Jeffrey Vogtlin,CCC,Sub Non-Varsity ,2013,80899,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Union March  (Mekel Rogers), Courtlandt County Festival  (Owens/ ), Ming Court  (Pitter/ )
1, 100-Concert Band, Alamo Heights Junior School, TEA:, San Antonio, Steve McGrew,CCC,Non-Varsity ,2013,80933,1,1,1,1,2,2,1,2,2, The Streets of Madrid (Moss), Greenbrier Legacy  (Oare/ )," Moscow, 1941  (Balmages/ )"
2, 100-Concert Band, Barnes MS, TEA:, Seguin, Heidi Blancarte,CC,Non-Varsity ,2013,81106,1,2,1,1,2,2,2,2,2, Manchester March (Edmondson), Ayrshire Portrait (Story), Mystery Ride (White)
3, 100-Concert Band, Bradley MS, TEA:, San Antonio, John Goforth,CCC,Non-Varsity ,2013,81318,2,2,2,2,2,3,2,2, , Sea Song Trilogy  (McGinty/ ), Challenger Point  (Johnson/ ), El Conquistador (William Owens)
4, 100-Concert Band, Briesemeister MS, TEA:, Seguin, Louie Blancarte,CC,Non-Varsity ,2013,81058,1,2,2,2,2,3,2,2, , Valley Forge March (Edmondson), Mystery Ride  (White), Ballet of Spring (Ballet du printemps)  (O'Connor)
5, 100-Concert Band, Bush MS, TEA:, San Antonio, Erin Sharkey / Gabriel Rosas,CCC,Non-Varsity ,2013,81234,1,1,1,1,1,1,1,1,D, Bunker Hill March (John Edmonson), Tunbridge Meadows  (Williams/ ), Mythos  (Bernotas/ )
6, 100-Concert Band, Canyon MS, TEA:, New Braunfels, Kelsey J. Lien / Rick Thomas,CC,Non-Varsity ,2013,81210,1,2,2,2,2,3,3,3, , Greenbrier March (John Edmondson), Enchanted Island  (Rouse/ ), Majestica  (Gazlay/ )
7, 100-Concert Band, Church Hill MS, TEA:, New Braunfels, Rachel Pruitt / Fredy Solis,CC,Non-Varsity ,2013,77993,1,1,1,1,2,2,2,2,2, Wedgwood March (William Owens), Challenger Point  (Johnson), Big Sky Round-Up  (Sheldon/ )
8, 100-Concert Band, Corbett MS, TEA:, Schertz, Kirstin Badrak,CCC,Non-Varsity ,2013,81298,2,2,1,2,1,1,1,1,2, Castlewood March  (Ralph and Jack Hale), Summit Fanfare (William Owens), Pevensey Castle (Robert Sheldon)
9, 100-Concert Band, Corbett MS, TEA:, Schertz, Kirstin Badrak,CCC,Sub Non-Varsity ,2013,81297,1,1,2,1,1,2,1,1,D, Langham Creek Concert March  (John Stevens), Fortis (Gary Gazlay), Fire Dance (Douglas Akey)
10, 100-Concert Band, Dobie MS, TEA:, Cibolo, William Daniel,CCC,Non-Varsity ,2013,81092,1,1,1,1,1,1,1,1,D, St. Petersburg March (Vinson), Portrait of a Clown  (Ticheli/ ), Colliding Visions  (Balmages/ )
11, 100-Concert Band, Dobie MS, TEA:, Cibolo, William Daniel,CCC,Sub Non-Varsity ,2013,81091,2,2,2,2,2,1,2,2,2, Gateway March (Eric Osterling), Big Sky Round-Up  (Sheldon/ ), Mythos  (Bernotas/ )
12, 100-Concert Band, Driscoll MS, TEA:, San Antonio, Marianne Condit,CCC,Non-Varsity ,2013,81695,2,1,2,2,2,1,1,1,2, Noble Procession (Carol Brittin Chambers), Kenya Contrasts (William Himes), Uskudar (Robert W. Smith and Michael Story)
13, 100-Concert Band, Eisenhower MS, TEA:, San Antonio, Sylvia Halbardier,CCC,Non-Varsity ,2013,81177,3,3,3,3,2,2,3,2, , March for a Festival (Edmondson), VooDoo Dance (Del Borgo), Mystery Ride (White)
14, 100-Concert Band, Harris Middle School, TEA:, San Antonio, Kimberly Young,CCC,Non-Varsity ,2013,81568,2,1,1,1,3,2,2,2,2, Serengeti Dreams  (Smith/ ), Pinnacle  (Grice/ ), Honor Roll March (Williams)
15, 100-Concert Band, Harris MS (SAISD), TEA:, San Antonio, Amy Plazek / Brittany Graham,CC,Non-Varsity ,2013,81180,1,2,1,1,2,1,2,2,2, Manhattan Beach (Sousa/Michael Story), Phantom Ship  (Del Borgo/ ), Cascadia Celebration  (Hodges/ )
16, 100-Concert Band, Heritage MS, TEA:, San Antonio, Patrick Hayes / Joseph McKelvey,CCC,Non-Varsity ,2013,79090,2,3,3,3,3,2,2,2, , Stratford March (Higgins), Sea Song Trilogy  (McGinty/ ), Mythos  (Bernotas/ )
17, 100-Concert Band, Irving MS, TEA:, San Antonio," Louis V Romero / Angel Flores, Gilbert Sanchez, Abby Wilde",CC,Non-Varsity ,2013,81365,1,2,2,2,3,3,3,3,2, Pride Of The Regiment March (Nancy Seward), Medieval Legend (Michael Story), Big Sky Round-Up (Robert Sheldon)
18, 100-Concert Band, Jackson MS, TEA:, San Antonio, Edwardo Rios,CCC,Non-Varsity ,2013,81560,2,2,1,2,3,3,2,3, , Mystery Ride  (White/ ), Voodoo Dance  (Del Borgo/ ), Honor March (Feldstein & Clark)
19, 100-Concert Band, Kirby Middle School, TEA:, San Antonio, Mariselda Z. Cyr,CC,Non-Varsity ,2013,80196,1,2,2,2,3,3,3,3, , Diamond Ridge (Anne McGinty), Elizabethan Dance  (Williams/ ), Two Minute Symphony  (Margolis/ )
20, 100-Concert Band, Kitty Hawk Middle School, TEA:, Universal City, Jeremiah Brunney / Lacy Lansford,CCC,Non-Varsity ,2013,81368,1,3,2,2,4,4,4,4, , Sakura  (Story/ ), Storm Mountain Jubilee  (Strommen/ ), South Hill March (Vertoske)
21, 100-Concert Band, Krueger MS, TEA:, San Antonio, Yvonne Vasquez / Victoria Watson,CCC,Non-Varsity ,2013,78711,3,4,3,3,2,3,2,2, , Glenwood March (David Gorham), Cahokia  (Jared Spears), Corps of Discovery  (William Owens )
22, 100-Concert Band, Longfellow MS, TEA:, San Antonio, Alma Perez,Non-Varsity ,2013,81523,2,1,1,1,3,3,3,3,2, Manhattan Beach March (John Philip Sousa/Michael Story), Elizabethan Dance  (Williams/ ), Crusade  (Gassi/ ),
23, 100-Concert Band, Lopez MS, TEA:, San Antonio, Kim Garza,CCC,Non-Varsity ,2013,81281,1,1,1,1,1,1,1,1,D, Cold Brook March (John O'Reilly), Courtlandt County Festival  (Owens/ )," Moscow, 1941  (Balmages/ )"
24, 100-Concert Band, Metzger Middle School, TEA:, San Antonio, John Robertson,CC,Non-Varsity ,2013,79902,1,1,1,1,2,2,2,2,2, Kitty Hawk March (Edmondson), Theme and Variations  (Broege), Dance Celebration  (Smith)
25, 100-Concert Band, New Braunfels MS, TEA:, New Braunfels, Dolores Jimenez,CCC,Non-Varsity ,2013,81015,1,1,1,1,1,1,2,1,D, The Streets of Madrid (Moss), Mystery Ride  (White/ ), Spirit of an Eagle  (Clark/ )
26, 100-Concert Band, New Braunfels MS, TEA:, New Braunfels, Melissa Townsend,CCC,Sub Non-Varsity ,2013,81211,1,1,1,1,2,3,3,3,2, Fighting Falcon March  (Todd Stalter), Courtlandt County Festival  (Owens/ ), Dance Celebration  (Smith/ )
27, 100-Concert Band, Oak Run MS, TEA:, New Braunfels," William Austin Clements / Anna Zientek, Amanda West",CC,Sub Non-Varsity ,2013,81243,2,1,1,1,2,2,2,2,2, Dance Celebration  (Smith/ ), Courtlandt County Festival  (Owens/ ), Kitty Hawk March  (Edmondson)
28, 100-Concert Band, OakRun MS, TEA:, New Braunfels, Amanda West,CC,Non-Varsity ,2013,81242,1,1,1,1,1,1,1,1,D, Crosswinds March (Swearingen), Big Sky Round-Up  (Sheldon/ ), Mythos  (Bernotas/ )
29, 100-Concert Band, Page MS, TEA:, San Antonio, Erin Vail / Jason Hufft,CC,Non-Varsity ,2013,81178,2,1,1,1,2,2,2,2,2, Maesong  (Owens/ ), Pinnacle  (Grice/ ), The Big Circus March (Robert Foster)
30, 100-Concert Band, Poe MS, TEA:, San Antonio, Gabriel Valdez / Richard Lopez,CC,Non-Varsity ,2013,81594,3,3,3,3,4,4,4,4, , Two English Dances  (Anon. or Trad./O'Reilly), Courtlandt County Festival  (Owens/ ), Young America March (John Kinyon)
31, 100-Concert Band, Smithson Valley MS, TEA:, Spring Branch, James Hargreaves / Paul Dixon,CC,Non-Varsity ,2013,81381,2,1,1,1,2,2,2,2,2, Infinity March (James Curnow), Colliding Visions  (Balmages/ ), Medieval Legend  (Story/ )
32, 100-Concert Band, Spring Branch MS, TEA:, Spring Branch, Jeannie Reed / Cody Richardson,CC,Non-Varsity ,2013,81200,1,1,1,1,1,1,1,1,D, Spitfire March (Michael Story), Corps of Discovery  (Owens), Majestica  (Gazlay )
33, 100-Concert Band, Tejeda Middle School, TEA:, San Antonio, Bernard Rosenberg / Jarrett Lipman,CCC,Non-Varsity ,2013,81231,1,1,1,1,2,1,1,1,D, The Big Circus March (Robert Foster), The Steppes of Russia  (Del Borgo/ ), Mythos  (Bernotas/ )
34, 100-Concert Band, Tejeda Middle School, TEA:, San Antonio, Chad Taylor,CCC,Sub Non-Varsity ,2013,81286,1,2,1,1,3,2,2,2,2, Fighting Falcon March (Todd Stalter), Royal Gardens (Vertoske), Dance Celebration (Smith)
