,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Caddo Mills High School, TEA:, Caddo Mills, Arthur Galope / Cassy Chappell,AA,Varsity ,2013,77853,1,1,2,1,1,2,2,2,1," Moscow, 1941  (Balmages/ )", The Rowan Tree  (Standridge/ ), Normandy Beach (Edmondson)
1, 100-Concert Band, Canton H.S., TEA:, Canton, Mike Bartley,AAA,Non-Varsity A,2013,79717,1,1,1,1,1,1,1,1,C, Algeria March (King), Deir in De  (Anon. or Trad./Barker), Fantasy on a Fiddle Tune  (LaPlante/ )
2, 100-Concert Band, Canton High School, TEA:, Canton, Rob Toups,AAA,Varsity ,2013,79719,1,1,1,1,1,1,1,1,A, Concord  (Grundman/ ), Australian Up Country Tune  (Grainger/Bainum), Radio waves (Fred Jewell)
3, 100-Concert Band, Cayuga HS, TEA:, Cayuga, Larry Firmin,A,Varsity ,2013,78562,2,2,2,2,3,2,2,2, , Chesapeake March (Hilliard), Maesong  (Owens/ ), Serengeti Dreams  (Smith/ )
4, 100-Concert Band, Commerce High School, TEA:, Commerce, Dave Polk,AA,Varsity ,2013,78029,1,1,1,1,1,1,1,1,A, Quality Plus (Jewell/Longfield)," Swing Low, Sweet Chariot (Rouse)", Be Thou My Vision (Clark)
5, 100-Concert Band, Cooper HS, TEA:, Cooper, Jeremiah Hastings,AA,Varsity ,2013,79567,2,2,2,2,2,2,2,2, ," Prelude, Siciliano, and Rondo (play Rondo) (Arnold/Paynter)", They Led My Lord Away (Gordon/Allen), Alamo (March) (King/Swearingen)
6, 100-Concert Band, Cross Roads HS, TEA:, Malakoff, Kenn McSperitt,A,Varsity ,2013,78241,2,2,2,2,1,2,3,2, , Japanese Festival (Hilliard), Contempo (Story), Omega March (Edmondson)
7, 100-Concert Band, Edgewood High School, TEA:, Edgewood, Kim Manuel / Bennett Potter,AA,Varsity ,2013,78588,2,2,1,2,2,2,2,2, , Allied Honor (King/Swearingen), River of Dreams  (Lopez/ ), Sparks  (Balmages/ )
8, 100-Concert Band, Eustace High School, TEA:, Eustace, Todd Felty / James Taylor,AA,Varsity ,2013,79119,2,2,3,2,3,2,2,2, , New Forest March (Vinson), Catch The Wind  (Hannickel/ ), Adrenaline Engines  (Standridge/ )
9, 100-Concert Band, Fruitvale HS, TEA:, Fruitvale, Crystal Heidle,A,Varsity ,2013,79912,3,2,3,3,2,3,3,3, , Medieval Legend  (Story/ ), Phantom Ship  (Del Borgo/ ), March of the Mimutemen (Edmondson)
