,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Barnes MS, TEA:, Seguin, Linsey Rios,CC,Non-Varsity ,2021,162701,1,1,1,1,2,2,2,2,2, Spitfire (Story), Mystery Ride  (White), Odyssey  (Branchfield)
1, 100-Concert Band, Briesemeister MS, TEA:, Seguin, Elizabeth Landry,CC,Non-Varsity ,2021,161992,1,1,1,1,1,1,1,1,D, Synergy March (Owens), Dorian Chant  (Calhoun), Elizabethan Dance  (Williams)
2, 100-Concert Band, Briesemeister MS, TEA:, Seguin, Louie Blancarte,CC,Varsity ,2021,161942,1,1,1,1,1,1,1,1,C, Synergy March (Owens), Atlantis  (McGinty), Night Fury  (Chambers)
3, 100-Concert Band, Canyon MS, TEA:, New Braunfels, Ashley Gorden / Phelecia Neal,CC,Non-Varsity ,2021,162922,2,3,2,2,1,1,1,1,2, Manchester March (Edmondson), Fortis  (Gazlay), Conviction  (Clark)
4, 100-Concert Band, Canyon MS, TEA:, New Braunfels, Phelecia Neal / Ashley Gorden,CC,Varsity ,2021,162781,1,1,1,1,1,1,1,1,C, Grand Galop (Vinson), Danza de Espana  (Chambers), Shadow of the Longship  (Rath)
5, 100-Concert Band, Church Hill MS, TEA:, New Braunfels, Fredy Solis / Rachel Pruitt,CC,Varsity ,2021,163208,1,1,1,1,1,1,1,1,C, Andalucia (Lopez), Japanese Pictures  (Mixon), Egyptique  (Owens)
6, 100-Concert Band, Jim Barnes MS, TEA:, Seguin, Sean Moriarty,CC,Varsity ,2021,162699,2,1,1,1,2,2,2,2,2, Infinity (Curnow), Shepherd`s Hey  (Traditional/Roszell), Colliding Visions  (Balmages)
7, 100-Concert Band, Pieper Ranch MS, TEA:, San Antonio, Dain Vereen / Kendal Tucker,CCC,Varsity ,2021,162473,1,1,2,1,1,1,1,1,C, The Capitol March (William Folden/Stolter), In The Shining Of The Stars  (Sheldon), Blue Ridge Saga  (Swearingen)
8, 100-Concert Band, Pieper Ranch MS, TEA:, San Antonio, Dain Vereen / Kendal Tucker,CCC,Sub Non-Varsity ,2021,162472,2,2,1,2,1,1,1,1,2, Synergy March (William Owens), Ayrshire Portrait  (Story), Dance Celebration  (Smith)
9, 100-Concert Band, Pieper Ranch MS, TEA:, San Antonio, Kendal Tucker / Dain Vereen,CCC,Non-Varsity ,2021,162477,1,2,1,1,1,1,1,1,D, Rights of Our Nation (March)  (Joseph Compello), First Light (Frank Tichelli), Conviction (Larry Clark)
10, 100-Concert Band, Smithson Valley MS, TEA:, Spring Branch, James Hargreaves / Paul Dixon,CC,Sub Non-Varsity ,2021,163120,1,1,1,1,1,1,1,1,D, Infinity (Concert March) (James Curnow), The Spacious Firmament on High  (Sharp), Ghost Ship  (Story)
11, 100-Concert Band, Smithson Valley MS, TEA:, Spring Branch, Paul Dixon / James Hargreaves,CC,Non-Varsity ,2021,163119,1,1,1,1,1,1,1,1,D, Loyalty (March) (Larry Clark), Court Festival (Pearson), Armory  (Standridge)
12, 100-Concert Band, Spring Branch Middle School, TEA:, Spring Branch, Cody Richardson / Jeannie Reed,CC,Non-Varsity ,2021,162597,1,1,1,1,1,1,1,1,D, Wedgewod March (Wiliam Owens), Bazaar  (Standridge), Majestica  (Gazlay)
