,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Bandera HS, TEA:, Bandera, Timothy Howell,AAA,Varsity ,2010,52928,2,2,3,2,1,2,1,1,1, Prestissimo (King), On a Hymnsong of Philip Bliss  (Holsinger), Fantasy on a Fiddle Tune  (LaPlante)
1, 100-Concert Band, Bandera HS, TEA:, Bandera, Toni Batto,AAA,Non-Varsity ,2010,52930,3,3,3,3,3,1,1,1,2, Excelsior! (Owens), Three Russian Cameos Mvts 1 & 2 (Rhoads), Marching Song  (Holst/Moss)
2, 100-Concert Band, Boerne High School, TEA:, Boerne, Frank Foster / Andy Phillips,AAA,Non-Varsity ,2010,51763,1,1,1,1,1,1,1,1,C, Mighty Mite March (Ted Mesang/Sean O'Loughlin), Two British Folk Songs  (Anon. or Trad./Del Borgo), Abracadabra  (Ticheli)
3, 100-Concert Band, Brackett High School, TEA:, Brackettville, Cheryl Hunter,A,Var-Combined ,2010,53096,2,2,3,2,3,3,2,3, , The Big Cage (Karl King), Amazing Grace (Edmondson), Songs of the Whalemen (Del Borgo)
4, 100-Concert Band, Carrizo Springs HS, TEA:, Carrizo Springs," Leo Garza / Adolfo Guzman, Sigifredo Sanchez, Lura Stevens",AAA,Varsity ,2010,53346,1,2,1,1,1,2,1,1,A, Immer Fesch! (Eilenberg), Wayfaring Stranger  (Rouse), Latin Folk Song Trilogy  (Himes)
5, 100-Concert Band, Charlotte HS, TEA:, Charlotte, Will Pickett / Gerald Bronstad,A,Var-Composite ,2010,52823,1,1,1,1,3,2,3,3,1, A March on the King's Highway (Pierre La Plante), Japanese Festival  (Hilliard), Fire Dance  (Akey)
6, 100-Concert Band, Comfort HS, TEA:, comfort, David Evans / Chris Mullinks,AA,Varsity ,2010,52014,2,1,1,1,1,1,1,1,B, March of the Irish Guard (Ployhar), Legend of Knife River  (Bulla), Two British Folk Songs  (Anon. or Trad./Del Borgo)
7, 100-Concert Band, Cotulla High School, TEA:, Cotulla," Jaime Martinez / Marleni Garcia, Alonzo Flores, Elio Ramirez Jr.",AA,Varsity ,2010,53312,1,1,1,1,1,1,1,1,A, Algeria March (K.L.King), Salvation is Created  (Tschesnokoff/Houseknecht)," Prelude, Siciliano and Rondo (play Rondo) (Arnold/Paynter)"
8, 100-Concert Band, Crystal City HS, TEA:, Crystal City," Jose Luis Honstein / Noel Navejas, Joshua Gray, Tyler King",AAA,Varsity ,2010,53356,1,2,1,1,1,1,1,1,A, The Fairest of the Fair (John Phillip Sousa), In Heaven's Air  (Hazo), Havendance  (Holsinger)
9, 100-Concert Band, D'Hanis HS, TEA:, D'Hanis, Philip Gorden,A,Varsity ,2010,52809,2,1,2,2,3,3,3,3, , Infinity (Curnow), Pinnacle  (Grice), Serengeti Dreams  (Smith)
10, 100-Concert Band, Dilley High School, TEA:, Dilley," Terri Robertson / Sergio Mendez, Robert Perez",AA,Var-Composite ,2010,53323,2,2,2,2,2,2,3,2, , Song of Hope  (Swearingen), Flight of Eagles  (Del Borgo), Winchester March (Edmonson)
11, 100-Concert Band, Fredericksburg High School, TEA:, Fredericksburg, John Rauschuber / Brad Bryant,AAA,Varsity ,2010,52185,1,1,1,1,1,1,1,1,A, Easter Monday on the White House Lawn (John Philip Sousa/R. Mark Rogers), Italian In Algiers (Rossini/Cailliet), Strange Humors  (Mackey)
12, 100-Concert Band, Fredericksburg, TEA:, Fredericksburg, Teresa Mazur,AAA,Non-Varsity ,2010,52764,1,1,1,1,1,1,1,1,C, St. Petersburg March (Johnnie Vinson), Legend of Knife River  (Bulla), Knights of Dunvegan  (Meyer)
13, 100-Concert Band, Harper High School, TEA:, Harper, Charles H. Sander / Joseph Allen,AA,Var-Composite ,2010,52994,1,1,1,1,1,2,1,1,A, Blue Ridge Saga  (Swearingen)," Moscow, 1941  (Balmages)", The Tahoka Galop (Owens)
14, 100-Concert Band, Hondo High School, TEA:, Hondo, Bob Howard,AAA,Non-Varsity ,2010,58030,3,2,2,2,1,1,1,1,2, Band in the Square on the Fourth of July (LaPlante), Cedar Canyon Round Up  (Williams), Phantom Ship  (Del Borgo)
15, 100-Concert Band, Hondo High School, TEA:, Hondo, Bob Howard,AAA,Varsity ,2010,52842,1,1,1,1,1,1,1,1,A, The Klaxon (Fillmore / Balent), Pavane  (Ravel/Smith), West Highlands Sojourn  (Sheldon)
16, 100-Concert Band, Jourdanton High School, TEA:, Jourdanton," Manuel Romo / Amanda Salter, Nathan Flynt",AA,Varsity ,2010,53205,1,1,2,1,1,1,1,1,A, Valley Forge March (King/Swearingen), A Hymn for Band  (Stuart), Overture for Winds  (Carter)
17, 100-Concert Band, Medina High School, TEA:, Medina," George D. James, IV",A,Var-Composite ,2010,53404,3,3,3,3,3,3,3,3, , Atlantis  (McGinty), Pevensey Castle  (Sheldon), Newcastle March (Vinson)
