,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Belton High School, TEA:, Belton," Frank Nelson / Scott Dudley, Brandon Knight, Jan Haney",AAAAAA,Non-Varsity ,2016,112074,1,1,2,1,1,1,1,1,C, Rough Riders (Galop or March) (Karl L. King/James Sweaaringen), Polka from The Bartered Bride  (Smetana/Parks), Summer Dances  (Balmages/ )
1, 100-Concert Band, Belton High School, TEA:, Belton," Jan Haney / Scott Dudley, Frank Nelson, Brandon Knight",AAAAAA,Sub Non-Varsity A,2016,112047,2,1,1,1,1,1,1,1,C, Darklands March (Randall Standridge), Broken Bow  (Strommen/ ), Joy Revisited  (Ticheli/ )
2, 100-Concert Band, Belton High School, TEA:, Belton, Scott Dudley / Frank Nelson; Jan Haney; Brandon Knight,AAAAAA,Sub Non-Varsity B,2016,111887,2,1,2,2,2,2,2,2, , New Forest March (Johnnie Vinson), La Madre de los Gatos  (Beck/ ), Canterbury Coronation  (Curnow/ )
3, 100-Concert Band, Belton High School, TEA:, Belton, Scott Dudley / Frank Nelson; Jan Haney; Brandon Knight,AAAAAA,Varsity ,2016,111542,1,1,1,1,1,1,1,1,A, Nobles of the Mystic Shrine (Sousa), La Procession du Rocio  (Turina/Reed), Nitro  (Ticheli/ )
4, 100-Concert Band, Copperas Cove HS, TEA:, Copperas Cove, Andrew Nixon,AAAAAA,Varsity ,2016,115716,1,1,1,1,1,1,1,1,A, Pas Redouble (Saint-Saens/Frackenpohl), A Movement for Rosa  (Camphouse/ ), Overture to Candide  (Bernstein/Grundman)
5, 100-Concert Band, Copperas Cove HS, TEA:, Copperas Cove, Garrett Tagliabue,AAAAAA,Sub Non-Varsity ,2016,115710,1,1,2,1,1,1,1,1,C, Alamo March (King/Swearingen), Blue and Green Music  (Hazo/ )," Moscow, 1941  (Balmages/ )"
6, 100-Concert Band, Copperas Cove HS, TEA:, Copperas Cove, Tony Chapa,AAAAAA,Non-Varsity ,2016,115719,2,1,2,2,1,1,1,1,2, The Great Race (Mancini/Moss), Spoon River  (Grainger/Sheldon), Dublin Dances  (Van der Roost/ )
7, 100-Concert Band, Corsicana High School, TEA:, Corsicana," Bre Osbourn / Jeff Osbourn, Ricky Hinton, Michael Belew",AAAAA,Varsity ,2016,112925,3,2,2,2,2,2,2,2, , Marche from Love for Three Oranges (Prokofiev/Erickson), Themes from Green Bushes  (Grainger/Daehn), Overture (from The Barber of Seville)  (Rossini/Lake)
8, 100-Concert Band, Ellison High School, TEA:, Killeen," Jeff Smith / Tim Young, Alex Gonzalez",AAAAAA,Varsity ,2016,108642,2,2,2,2,1,1,1,1,1, Homeward Bound (Sousa/Schissel), Fu-Mon  (Hiroshi Hoshina/ ), English Folk Song Suite  (Vaughan Williams/ )
9, 100-Concert Band, Ellison High School, TEA:, Killeen, Tim Young / Alex Gonzalez and Jeff Smith,AAAAAA,Non-Varsity ,2016,108644,1,1,1,1,1,2,1,1,C, Call To Victory (King/arr. Swearingen), Three Ayres from Gloucester  (Stuart/ ), Kentucky 1800  (Grundman/ )
10, 100-Concert Band, Harker Heights High School, TEA:, Harker Heights," David Norris / Lauren Workman, Christopher Amsler",AAAAAA,Varsity ,2016,115524,1,1,2,1,1,1,1,1,A, The Boys Of The Old Brigade (Chambers/Glover)," Watchman, Tell Us of the Night  (Camphouse/ )", Noisy Wheels of Joy  (Whitacre/ )
11, 100-Concert Band, Harker Heights High School, TEA:, Harker Heights," David Norris / Lauren Workman, Christopher Amsler",AAAAAA,Non-Varsity ,2016,115522,2,1,2,2,1,1,1,1,2, Miss Liberty (King/Swearingen), Steel  (Standridge/ ), Shenandoah  (Ticheli/ )
12, 100-Concert Band, Killeen High School, TEA:, Killeen, Jill Bates / Spencer Gregg,AAAAAA,Non-Varsity ,2016,113651,3,2,4,3,2,2,2,2, , Allied Honor March (King/Swearingen), Two Irish Sketches (play all) (Black/ ), Sparks  (Balmages/ )
13, 100-Concert Band, Killeen High School, TEA:, Killeen, Spencer Gregg / Jill Bates,AAAAAA,Varsity ,2016,113627,2,2,2,2,1,1,2,1,1, Beacon of Freedom March (Wood), Concord  (Grundman/ ), Festal Scenes  (Ito/ )
14, 100-Concert Band, Midway High School, TEA:, Waco, Ken McLellan / Michael Oreka,AAAAAA,Non-Varsity ,2016,114153,2,1,2,2,2,2,1,2, , March Juno (Stewart), West Highlands Sojourn  (Sheldon/ ), Voices of the Sky  (Hazo/ )
15, 100-Concert Band, Midway High School, TEA:, Waco, Michael Oreka / Ken McLellan,AAAAAA,Sub Non-Varsity ,2016,114012,2,3,3,3,3,3,2,3, , Newcastle March (Vinson), Blue Ridge Saga  (Swearingen/ ), Abracadabra  (Ticheli/ )
16, 100-Concert Band, Midway High School, TEA:, Waco," Stephen Henry / Ken McLellan, Michael Oreka, Dawn Henry",AAAAAA,Varsity ,2016,114188,1,1,1,1,1,1,1,1,A, Xerxes - Concert March (John Mackey), October  (Whitacre/ ), Blue Shades  (Ticheli/ )
