,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Burnet High School, TEA:, Burnet," Jason Jones / Dusty Rhea, Joseph Cox, Tessa Gartin",AAAA,Non-Varsity ,2016,114097,1,1,1,1,1,1,1,1,C, Fort Canterbury March (Holsinger), Two British Folk Songs  (Anon. or Trad./Del Borgo), Kenya Contrasts  (Himes/ )
1, 100-Concert Band, Burnet High School, TEA:, Burnet," Jason Jones / Joseph Cox, Dusty Rhea, Tessa Gartin",AAAA,Varsity ,2016,114100,1,1,1,1,1,1,1,1,A, Bravura (Duble/Edmondson), Variations on Scarborough Fair  (Custer/ ), A Longford Legend (play all) (Sheldon/ )
2, 100-Concert Band, Burton High School, TEA:, Burton, Larry Silcox,A,Var-Composite ,2016,114003,2,2,2,2,2,2,3,2, , The Crown of Castile (Vinson), Fire Dance  (Akey/ ), Colliding Visions  (Balmages/ )
3, 100-Concert Band, Caldwell High School, TEA:, Caldwell, William Foster / Ian Campbell,AAAA,Varsity ,2016,115895,2,2,2,2,2,2,2,2, , Sparks  (Balmages/ ), Blue and Green Music  (Hazo/ ), Semper Fidelis (Sousa/Custer)
4, 100-Concert Band, Columbus High School, TEA:, Columbus, Robert Eaton,AAAA,Varsity ,2016,115623,2,2,2,2,2,1,2,2, , Contempo  (Story/ ), Foundry  (Mackey/ ), March Diabolique  (Balmages)
5, 100-Concert Band, Flatonia High School, TEA:, Flatonia, Bob Hansen / Caitlin Oldham,AA,Var-Composite ,2016,111051,1,1,1,1,1,1,1,1,A, Majestica (Gazlay/ ), Black Forest Overture  (Sweeney/ ), Monterey March (Pierre LaPlante)
6, 100-Concert Band, Florence High School, TEA:, Florence, Thomas Pena / Trent Shipp,AAA,Var-Composite ,2016,111243,2,2,2,2,2,1,2,2, ," The ""X"" Brigage (Action Heroes' March)  (Longfield)", Legend of Knife River  (Bulla/ )," Simple Gifts, Four Shaker Songs (mvt. 2) (Ticheli/ )"
7, 100-Concert Band, Giddings High School (26), TEA:, Giddings, Brian Stewart / Anthony Tiger,AAAA,Varsity ,2016,114369,1,1,1,1,1,1,1,1,A, Under the Double Eagle  (Wagner/Glover), Polly Oliver  (Root ), And The Antelope Play  (Carnahan)
8, 100-Concert Band, Gonzales H.S., TEA:, Gonzales," Jose A. Villarreal / Jerry Scoggin, Ian McDaniel",AAAA,Varsity ,2016,111566,2,1,2,2,1,1,1,1,1, Laredo Paso Doble (Williams), On a Hymnsong of Philip Bliss  (Holsinger/ ), Themes from Green Bushes  (Grainger/Daehn)
9, 100-Concert Band, Granger High School, TEA:, Granger, Joey Musterman,AA,Var-Composite ,2016,114447,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Crest of Nobility  (Sheldon/ ), Slane  (Anon. or Trad./Wagner), Lexington March (Edmondson)
10, 100-Concert Band, Hallettsville High School, TEA:, Hallettsville, Colin Chichurka / Henry Dreitner,AAA,Varsity ,2016,110946,1,1,1,1,2,1,2,2,1, Spirit of Liberty (William Owens), Little Suite for Band (play all) (Standridge/ ), The Steppes of Russia  (Del Borgo/ )
11, 100-Concert Band, Jarrell, TEA:, Jarrell, Scott Lanham,AAA,Varsity ,2016,111785,2,1,2,2,2,1,2,2, , Captain America March (Alan Silvestri/Murtha), A Hymn for Band (Hugh Stuart), Crest of Nobility (Robert Sheldon)
12, 100-Concert Band, Johnson City LBJ High School, TEA:, Johnson City, Bryan Anders / Chelsea Hoffman,AA,Varsity ,2016,108869,1,1,2,1,1,1,1,1,A, Golden Eagle March (Edmonson), Sky Boat Song (O'Reilly), Two Renaissance Sketches (Stalter)
13, 100-Concert Band, La Grange High School, TEA:, La Grange, David DeLuca / Keith Riley,AAAA,Non-Varsity ,2016,115806,3,3,2,3,3,3,4,3, , Tall Cedars (Eric Osterling)," Little Suite for Band (play mvt. 3 and two additional mvts.) Mvts. I, III, IV (Standridge/ )", The Harmonious Blacksmith  (Handel/Osterling)
14, 100-Concert Band, La Grange ISD, TEA:, La Grange, Keith Riley,AAAA,Varsity ,2016,113711,2,2,2,2,1,1,1,1,1, New Horizons (Owens), Kindred Spirits  (Balmages), Ghost Fleet  (Sheldon)
15, 100-Concert Band, Lago Vista High School, TEA:, Lago Vista, Pat Ruiz,AAA,Varsity ,2016,114364,1,2,1,1,1,1,1,1,B, Von Grrrhart's 613th Regimental March (David Holsinger), Japanese Pictures (Kevin Mixon), Medieval Legend  (Story/ )
16, 100-Concert Band, Lexington High School, TEA:, LEXINGTON, Rick Kutcher / Ian Young,AAA,Var-Composite ,2016,115475,2,2,2,2,1,2,2,2, , Military Escort March (Bennett/Fennell), Kenya Contrasts  (Himes/ ), American Riversongs  (La Plante/ )
17, 100-Concert Band, Liberty Hill High School, TEA:, Liberty Hill," John Perrin / Jared Clarkson, Andy Anker, John Perrin",AAAA,Non-Varsity ,2016,112546,3,2,3,3,2,1,2,2, ," Alamo March (King, Arr. Swearingen)", In The Shining Of The Stars (Robert Sheldon), Tricycle (Boysen)
18, 100-Concert Band, Liberty Hill High School, TEA:, Liberty Hill," John Perrin / Jared Clarkson, Andy Anker, Kevin Baird`",AAAA,Varsity ,2016,112119,1,2,2,2,1,1,1,1,1, March of the Belgian Paratroopers (Leemans/Swearingen), Adagio Cantabile (Beethoven/Daehn), The Girl I left Behind Me (Trad./Anderson)
19, 100-Concert Band, Rockdale High School, TEA:, Rockdale, Adrian Acevedo / Marco Estrada,AAA,Varsity ,2016,112743,1,1,1,1,1,1,1,1,B, Allied Honor (King/Swearingen), Voices of the Sky  (Hazo/ ), River of Dreams  (Lopez/ )
