,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Argyle, TEA:, Argyle, Lucy Pascasio / Michael Lemish,CC,Non-Varsity ,2010,58801,1,1,1,1,2,1,1,1,D, Forward March  (Murtha), Korean Folk Rhapsody  (Curnow), Voodoo Dance  (del Borgo)
1, 100-Concert Band, Argyle, TEA:, Argyle, Ray Hilley / Michael Lemish,CC,Varsity ,2010,58786,1,1,1,1,1,1,1,1,C, Courage March (Harold Bennett/Larry Clark), Prospect  (La Plante), Quintology  (Meyer)
2, 100-Concert Band, Aubrey Middle School, TEA:, Aubrey, Chris Davis,CC,Varsity ,2010,54119,2,1,1,1,1,1,1,1,C, Newcastle March (Johnnie Vinson), Two British Folk Songs (Anon. or Trad./Del Borgo), Quintology  (Meyer)
3, 100-Concert Band, Bridgeport Middle School, TEA:, Bridgeport, Jeffrey James / Lonnie Baker / Hughlen White,CC,Varsity ,2010,57871,1,1,1,1,1,1,1,1,C, Newcastle March (Johnnie Vinson), Down by the Salley Gardens  (Anon. or Trad./Sweeny), Joy  (Ticheli)
4, 100-Concert Band, Castleberry High School, TEA:, Fort Worth," Megan Meyer / Matt Daily, Dave Daniel, Wes Griffin",AAA,Non-Varsity ,2010,58949,2,2,3,2,2,1,2,2, , Brandy Station March (Edmondson), Sakura  (Story), Fire Dance  (Akey)
5, 100-Concert Band, Castleberry Independent School District, TEA:, Fort Worth," Matt Daily / Megan Meyer, Wes Griffin, Dave Daniel",CC,Varsity ,2010,58948,1,1,1,1,2,1,2,2,2, March to Castle Rock (Steve Hodges), The Steppes of Russia  (Del Borgo), La Rejouissance  (Handel/Williams)
6, 100-Concert Band, Collins MS, TEA:, Fort Worth, Nicolas Salazar,CC,Varsity ,2010,59052,1,1,1,1,1,2,2,2,2, Brandy Station March (Edmondson), Australian Folk Fantasy (Williams), Uskudar (Anon. or Trad./Smith/Story)
7, 100-Concert Band, Decatur Middle School, TEA:, Decatur, Ginger Dillard,CC,Non-Varsity ,2010,58538,2,1,1,1,1,1,1,1,D, Monterey March (Pierra LaPlante), Ming Court  (Pitter)," Moscow, 1941  (Balmages)"
8, 100-Concert Band, Gainesville MS, TEA:, Gainesville, Bryan Ferrell,CC,Varsity ,2010,54937,1,2,1,1,1,2,1,1,C, Mount Vernon March (Edmondson), Canterbury Coronation  (Curnow), Ming Court  (Pitter)
9, 100-Concert Band, Nocona Middle School, TEA:, Nocona, Richard Knabe,C,Non-Varsity ,2010,55703,3,2,3,3,3,3,3,3, , Fire Dance  (Akey), Atlantis  (McGinty), Battle Creek March (Williams)
10, 100-Concert Band, Sanger Middle School, TEA:, Sanger, Mary Thornburg / Angela Lee,CC,Varsity ,2010,57754,2,1,2,2,1,1,1,1,2, Honor Guard (Jay Chattaway), Dolce and Dance (Gary Fagan), Contempo (Michael Story)
11, 100-Concert Band, Sanger Middle School, TEA:, Sanger, Mary Thornburg / Jennifer Bensman,CC,Non-Varsity ,2010,58650,1,1,1,1,1,1,1,1,D, Lexington March (Edmondson), Atlantis (McGinty), Fire Dance (Akey)
