,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Aldine High School, TEA:, Houston, Bryan Hess,AAAAAA,Sub Non-Varsity ,2018,139094,2,2,2,2,2,3,2,2, , Grand Galop (Vinson), Abracadabra  (Ticheli)," Moscow, 1941  (Balmages)"
1, 100-Concert Band, Atascocita High School, TEA:, Humble, Anthony Hicks / Nick Luggerio,AAAAAA,Sub Non-Varsity A,2018,136978,1,1,1,1,1,1,1,1,C, Precision March  (Bennett/Clark), Little Suite for Band (Standridge), Fireball! (Beck)
2, 100-Concert Band, Atascocita High School, TEA:, Humble, Nicholas Luggerio / Anthony Hicks,AAAAAA,Sub Non-Varsity B,2018,136965,1,2,2,2,3,2,2,2, , Normal March (Bennett/Clark), Sketches of Canada (play all) (Story), Black Forest Overture  (Sweeney)
3, 100-Concert Band, Crosby High School, TEA:, Crosby, Kevin Knight,AAAAA,Varsity ,2018,139054,1,1,1,1,1,1,1,1,A, Overture from the Italian in Algiers (Rossini/Patterson)," Variations on an Original Theme, Op. 36, ""Enigma Variations"" - Theme, I, IV, IX, XIV (Elgar/Patterson)", Riders for the Flag (Sousa/Fennell)
4, 100-Concert Band, Crosby High School, TEA:, Crosby, Michael Lehew,AAAAA,Non-Varsity ,2018,139076,1,1,1,1,2,2,2,2,2, Prestissimo  (King/Swearingen), Deir in De  (Anon. or Trad./Barker), Choreography  (Sheldon)
5, 100-Concert Band, Dekaney HS, TEA:, Houston, Chase Giddings / Israel Lopez,AAAAAA,Sub Non-Varsity ,2018,138585,1,1,2,1,2,1,2,2,2, Contempo (Story), Thematic Variations on Dona Nobis Pacem  (Sudduth), Pink Lemonade (Weidt/Contorno)
6, 100-Concert Band, Eisenhower High School, TEA:, Houston," Matt Adamson / Michael Owen, Roxanne Stahl",AAAAAA,Sub Non-Varsity ,2018,137495,2,2,3,2,3,3,3,3, , March On! (Charles Booker), Little Suite for Band (play all) (Standridge), Crystalline  (Clark)
7, 100-Concert Band, Galena Park High School, TEA:, Galena Park," Casey L. Watson / Kaleb Schumann, Alexander Hinds, Arthur Galvan",AAAAA,Varsity ,2018,133125,1,1,1,1,1,1,1,1,A, First Suite in Eb for Military Band  (Holst/Matthews/Fennell), Sheltering Sky (Mackey), Army of the Nile (Alford/Fennell)
8, 100-Concert Band, Galena Park High School, TEA:, Galena Park," Kaleb Schumann / Casey L. Watson, Alexander Hinds, Arthur Galvan",AAAAA,Non-Varsity ,2018,136330,2,2,1,2,2,2,2,2, , Allied Honor (Karl L. King), Simple Gifts-Four Shaker Songs (Ticheli), Heaven's Light (Steven Reineke)
9, 100-Concert Band, Humble HS, TEA:, Humble, Cory Roberts,AAAAA,Non-Varsity ,2018,139280,2,1,1,1,3,2,2,2,2, Darklands March (Standridge), Sketches of Canada (play all) (Story), Japanese Pictures  (Mixon)
10, 100-Concert Band, Humble HS, TEA:, Humble, Cory Roberts,AAAAA,Varsity ,2018,139279,1,1,1,1,2,3,2,2,1, Ragged Rozey (King/Milford), The Old Red Mill  (Karrick), Glaciers  (Director)
11, 100-Concert Band, Kingwood High School, TEA:, Kingwood, Tyler Morrison,AAAAAA,Sub Non-Varsity B,2018,139197,1,1,1,1,3,1,1,1,C, Torch of Liberty (Karl L. King), Redemption (Galante), Flight of Eagles (Del Borgo)
12, 100-Concert Band, Kingwood High School, TEA:, Kingwood, Tyler Morrison,AAAAAA,Sub Non-Varsity A,2018,139168,1,2,1,1,1,1,1,1,C, The University of North Dakota (K.L. King), I'm Seventeen Come Sunday (Grainger / Daehn), Undertow (Mackey)
13, 100-Concert Band, Kingwood Park HS, TEA:, Kingwood, RobbieT Sitka / Danielle Emerich,AAAAA,Varsity ,2018,139276,1,1,1,1,1,1,1,1,A, H.M. Jollies March (Alford/Gore), Colonial Airs and Dances (Robert Jager), Glaciers (Director)
14, 100-Concert Band, Kingwood Park HS, TEA:, Kingwood, Danielle Emerich,AAAAA,Non-Varsity ,2018,139016,1,1,1,1,1,1,1,1,B, Peacemaker (Karl King)," Castle, Loch and Heath (Ployhar)", Quintology (Meyer)
15, 100-Concert Band, MacArthur HS, TEA:, Houston," Jose Diaz / James DeBose, Brent Carpenter",AAAAAA,Sub Non-Varsity ,2018,139256,3,3,2,3,3,2,3,3, , Barbarossa (Himes), In The Shining Of The Stars (Sheldon), Von Grrrhart's 613th Regimental March (Holsinger)
16, 100-Concert Band, New Caney HS, TEA:, New Caney, Brian Wimberly,AAAAA,Non-Varsity ,2018,138306,1,1,1,1,1,1,1,1,B, Symbol of Honor (March) (Ted Mesang/Quincy Hilliard), Lullabye  (Standridge), La Madre de los Gatos  (Beck)
17, 100-Concert Band, New Caney HS, TEA:, New Caney, Gary Aiken,AAAAA,Varsity ,2018,137212,1,1,1,1,1,1,1,1,A, Repasz Band (Lincoln / Glover), An American Elegy  (Ticheli), Night on Fire  (Mackey)
18, 100-Concert Band, North Shore Sr HS, TEA:, Houston," Clay Jasper / Shane Goforth, John Reed",AAAAAA,Sub Non-Varsity A,2018,139118,1,1,1,1,1,1,1,1,C, The Orange Bowl (Henry Fillmore), English Country Settings  (La Plante), Choreography  (Sheldon)
19, 100-Concert Band, North Shore Sr HS, TEA:, Houston," John Reed / Shane Goforth, Clay Jasper",AAAAAA,Sub Non-Varsity B,2018,139115,1,1,1,1,2,1,1,1,C," Mister Joe (Harold Bennett, arr. Larry Clark)", Tanchozuru  (Standridge), La Madre de los Gatos  (Beck)
20, 100-Concert Band, Porter High School, TEA:, Porter, Brian Best / Mike Nelson,AAAAA,Sub Non-Varsity ,2018,133087,2,3,2,2,3,3,3,3, , Winchester March (Edmondson), In a French Garden  (Meyer), Challenger Point  (Johnson)
21, 100-Concert Band, Porter High School, TEA:, Porter, Brian Best / Mike Nelson,AAAAA,Varsity ,2018,133085,1,1,1,1,1,1,1,1,A, Sound Off (Sousa/Brion), Festal Scenes  (Ito)," Prelude, Siciliano and Rondo  (Arnold/Paynter)"
22, 100-Concert Band, Porter High School, TEA:, Porter, Michael Nelson / Brian Best,AAAAA,Non-Varsity ,2018,135654,2,1,2,2,2,2,1,2, , Mount Healthy March (Fillmore/Shaffer), Flight of Eagles  (Del Borgo), Cumberland Cross  (Strommen)
23, 100-Concert Band, Spring HS, TEA:, Spring, Jason A. Smith,AAAAAA,Sub Non-Varsity ,2018,137694,1,1,1,1,1,1,1,1,C, Triptych (Tommy Fry), Prelude to Act I (from La Traviata)  (Verdi/Falcone), Arch of Triumph (Johnnie Vinson)
