,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Blanco HS, TEA:, Blanco," Brian Hecimovich / Brandon Aly, Rachel Clakley",AAA,Var-Composite ,2015,97293,1,1,1,1,1,1,1,1,A, Sparks  (Balmages), A Childhood Hymn  (Holsinger), The Big Circus March (Foster)
1, 100-Concert Band, Blanco MS, TEA:, Blanco," Brian Hecimovich / Rachel Clakley, Brandon Aly",C,Varsity ,2015,97299,1,2,2,2,2,2,2,2, , Dance Celebration  (Smith), Chester  (Billings/Tolmage/Osterling), Synergy March (Owens)
2, 100-Concert Band, Cole HS, TEA:, San Antonio, Jon Philippus / Dan Vasquez,AAA,Varsity ,2015,98553,2,2,2,2,2,2,1,2, , The Lone Eagle March (Edmondson), Whispers from the Heart (Farmer/ ), Pevensey Castle (Sheldon/ )
3, 100-Concert Band, Comal Canyon Lake HS, TEA:, Fischer, Joseph DeSantis / Mark Watley,AAAA,Non-Varsity A,2015,96994,1,1,1,1,1,1,1,1,C, Tricycle  (Boysen), Our Kingsland Spring  (Hazo), Norland March (Edmondson)
4, 100-Concert Band, Comal Canyon Lake HS, TEA:, Fischer, Mark Watley,AAAA,Varsity ,2015,96911,1,1,1,1,1,1,1,1,A, Florentiner March (Fucik/arr. Lake/ed. Fennell), In Heaven's Air  (Hazo/ ), Undertow  (Mackey/ )
5, 100-Concert Band, Falls City HS, TEA:, FALLS CITY, Steven Wolf,AA,Varsity ,2015,99710,1,2,1,1,1,2,2,2,1, The Lone Eagle March (John Edmondson), Corps of Discovery  (Owens/ ), Phantom Ship  (Del Borgo/ )
6, 100-Concert Band, Fox Tech HS, TEA:, San Antonio, Bob Navarro,AAA,Varsity ,2015,98535,2,1,1,1,1,2,1,1,B, United Nations March (K. King /J. Swearingen), Accolade  (Himes/ ), La Rejouissance  (Handel/Williams)
7, 100-Concert Band, Gerdes JHS, TEA:, Luling, Gary Kennedy / Coral Rios,C,Varsity ,2015,97682,1,1,1,1,1,2,1,1,C, Tall Cedars (Eric Osterling), Maesong  (Owens), Big Sky Round-Up  (Sheldon)
8, 100-Concert Band, Jefferson HS, TEA:, San Antonio," Roger Duran / Jonathan Mireles, Daniela Aguillon",AAAAA,Varsity ,2015,98093,1,1,1,1,1,1,1,1,B, The Klaxon March (Fillmore/Fennell), Earth Song  (Ticheli/ ), Third Suite  (Jager/ )
9, 100-Concert Band, Karnes City HS, TEA:, Karnes City, George DeRocher / Nathan Jones,AAA,Varsity ,2015,99319,1,1,1,1,1,2,2,2,1, The Streets of Madrid (Moss), Ave Verum Corpus (Mozart/Williams), Broken Bow (Strommen)
10, 100-Concert Band, Karnes City MS, TEA:, Karnes City, Nathan Jones / George DeRocher,C,Varsity ,2015,99879,3,3,3,3,2,3,3,3, , Wildwind Overture  (Kinyon/ ), Saddles and Sabres (Osterling), Nottingham Castle (Daehn/)
11, 100-Concert Band, Kenedy HS, TEA:, Kenedy, Clint Bingham / Tammy Hench,AA,Varsity ,2015,96594,1,1,2,1,1,2,2,2,1, The Chimes of Liberty (Goldman/Wagner), Mystery Ride (White), Exhortation (Gazlay)
12, 100-Concert Band, La Vernia HS, TEA:, La Vernia, Laurie Mollenkopf,AAAA,Non-Varsity ,2015,99776,1,1,1,1,1,1,1,1,C, March of the Irish Guard (Ployhar), Lux Prima (Hayden/Ford), Majestica (Gazlay)
13, 100-Concert Band, La Vernia HS, TEA:, La Vernia, Stacy Clark,AAAA,Varsity ,2015,99770,1,1,1,1,1,1,1,1,A, Peacemaker March (King/Swearingen), The Fire Of Eternal Glory (Shostakovich/Rhea), Shine (Markowski)
14, 100-Concert Band, La Vernia JHS, TEA:, La Vernia," Patrick Todd / Laurie Mollenkopf, Stacy Clark",CC,Non-Varsity ,2015,99838, , , , , , , , , , Mount Vernon March (John Edmondson), Atlantis (Anne McGinty), Distant Horizons (Michael Sweeney)
15, 100-Concert Band, La Vernia JHS, TEA:, La Vernia," Patrick Todd / Laurie Mollenkopf, Stacy Clark",CC,Varsity ,2015,99836, , , , , , , , , , Accolade (William Himes), The Big Cage (Karl L. King), The Steppes of Russia (Elliot Del Borgo)
16, 100-Concert Band, La Vernia JHS, TEA:, La Vernia, Stacy Clark / Laurie Molenkopf,CC,Varsity ,2015,104286,2,2,2,2,1,2,2,2, , Accolade (Himes), The Big Cage (King), The Steppes of Russia (Del Borgo/ )
