,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Alexander HS, TEA:, Laredo, Jose Lopez,AAAAA,Non-Varsity ,2007,32369,1,1,1,1,1,1,1,1,TRC, King Cotton March (Sousa/Fennel), Folk Dances  (Shostakovich/Reynolds)," The Lord of The Rings, Mvt 5 (de Meij)"
1, 100-Concert Band, Alexander HS, TEA:, Laredo, Lyle G. Perkins,AAAAA,Sub Non-Varsity ,2007,32682,1,1,1,1,2,2,1,2,PLB, Proud Spirit March (Swearingen), Heatherwood Portrait  (Barnes), Toccata for Band  (Erickson)
2, 100-Concert Band, Alexander HS, TEA:, Laredo, Roger Duran,AAAAA,Varsity ,2007,32690,1,1,1,1,1,1,1,1,TRA," The March From ""1941"" (Williams/Lavender)", Noisy Wheels of Joy  (Whitacre), Galactic Empires  (Gillingham)
3, 100-Concert Band, Cigarroa HS, TEA:, Laredo, John Spillane,AAAAA,Varsity ,2007,29705,2,1,1,1,2,2,2,2,PLA, Kiefer's Special (Kiefer), October  (Whitacre), Tempered Steel  (Young)
4, 100-Concert Band, Dr. Leo G. Cigarroa High School, TEA:, Laredo, robert castro,AAAAA,Non-Varsity ,2007,29912,1,2,2,2,2,2,2,2, , Lexington March (King/Swearinggen), In The Shining Of The Stars  (Sheldon)," Contrasto Grosso, Mvts 1 & 2 (de Haan)"
5, 100-Concert Band, Lyndon B. Johnson High School, TEA:, Laredo, Juan Gerardo Sosa,AAAAA,Non-Varsity ,2007,29840,1,1,2,1,1,1,2,1,TRC, Newcastle March (Vinson), Serenade and Dances (Sudduth), Rhythm Machine (Broege)
6, 100-Concert Band, Lyndon B. Johnson HS, TEA:, Laredo, Eliseo Morales,AAAAA,Varsity ,2007,29835,3,2,2,2,3,2,2,2, , Gallant Marines (King), Summer Dances (Balmages), Suite Divertimento (Gilbert)
7, 100-Concert Band, Martin HS, TEA:, Laredo, Francisco Javier Sosa,AAAAA,Varsity ,2007,32450,1,1,1,1,1,1,1,1,TRA, The Glory of the Yankee Navy (Sousa), Profanation  (Bernstein/Bencriscutto), Irish Tune from County Derry and Shepherd�s Hey  (Grainger/Rogers)
8, 100-Concert Band, Nixon HS, TEA:, Laredo, Carlos Luna,AAAAA,Varsity ,2007,32084,1,1,1,1,1,1,1,1,TRA, March Opus 99 (Prokofieff), Molly On The Shore (Grainger), Danse Bacchanale (Saint-Saens)
9, 100-Concert Band, Nixon HS, TEA:, Laredo, Hector Navarro,AAAAA,Non-Varsity ,2007,32091,1,2,1,1,1,1,1,1,TRC, Bonds of Unity (King), English Country Settings (La Plante), Overture for Winds (Carter)
10, 100-Concert Band, Raymond & Tirza Martin HS, TEA:, Laredo, Patricia E. Trevino,AAAAA,Non-Varsity ,2007,32480,1,1,1,1,1,1,1,1,TRC, The Big Cage (King/Glover), On a Hymnsong of Philip Bliss  (Holsinger), Sun Dance  (Ticheli)
11, 100-Concert Band, United HS, TEA:, Laredo, Abel Vergara Jr.,AAAAA,Sub Non-Varsity ,2007,31452,1,1,1,1,1,1,1,1,TRC, Marche Militaire Francaise (Saint Saens/Swearingen), Three on the Isle  (Stuart), Campbell River Sketches  (Williams)
12, 100-Concert Band, United HS, TEA:, Laredo, John J. Mallon,AAAAA,Varsity ,2007,30520,1,1,1,1,1,1,1,1,TRA, Easter Monday on the Whitehouse Lawn (Sousa/Rodgers)," English Dances, Set 1  (Arnold/Johnstone)", Festive Overture (Shostakovich)
13, 100-Concert Band, United HS, TEA:, Laredo, Jose M. Castro,AAAAA,Non-Varsity ,2007,30584,2,1,1,1,1,1,1,1,TRC, The Trombone King (King), Summer Dances  (Balmages), Galactic Empires  (Gillingham)
14, 100-Concert Band, United South HS, TEA:, Laredo, Pedro Carrillo,AAAAA,Non-Varsity ,2007,31541,2,2,1,2,2,3,2,2, , Alamo March (King/Swearingen), River of Dreams  (Lopez), Ghost Fleet  (Sheldon)
15, 100-Concert Band, United South HS, TEA:, Laredo, Ralph Morales,AAAAA,Varsity ,2007,30177,1,1,1,1,2,2,2,2,PLA," March, Op. 99 (Prokofiev/arr. Yoder)", Salvation is Created  (Tschesnokoff/Houseknecht), Fanfare and Allegro  (Williams)
