,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Benold Middle School, TEA:, Georgetown, Steve Stevenson,CC,Varsity ,2010,53844,1,2,2,2,2,1,2,2, , Blue Mountain Saga  (Bulla), Our Kingsland Spring  (Hazo), Fort Canterbury March (Holsinger)
1, 100-Concert Band, C.D. Fulkes Middle School, TEA:, Round Rock, Jon McPhail / Andrea Camacho,CC,Varsity ,2010,52202,2,2,3,2,3,3,2,3, , Pan American March (K. L. King), Two British Folk Songs  (Anon. or Trad./Del Borgo)," Moscow, 1941  (Balmages)"
2, 100-Concert Band, Canyon Ridge Middle School, TEA:, Austin, Amy Allison,CCC,Varsity ,2010,51145,1,1,1,1,1,1,1,1,C, His Honor (Fillmore/Fennell)," Contre Qui, Rose (Lauridsen/Reynolds)", Shepherd's Hey  (Grainger/Clark)
3, 100-Concert Band, Canyon Vista, TEA:, Austin, Mark Piwetz,CCC,Varsity ,2010,51740,1,1,1,1,1,1,1,1,C, La Fiesta Brava (Edmondson), Butterfly's Ball  (Fraley), West Highlands Sojourn  (Sheldon)
4, 100-Concert Band, Cedar Park Middle School, TEA:, Cedar Park, Manuel San Luis,CCC,Varsity ,2010,51876,1,1,1,1,1,1,1,1,C, Valdres (Johannes Hanssen/arr. Loras Schissel), Ghost Fleet  (Sheldon)," Prelude, Siciliano and Rondo  (Arnold/Paynter)"
5, 100-Concert Band, Cedar Valley Middle School, TEA:, Austin, Jane Botkin,CCC,Varsity ,2010,51143,1,1,1,1,1,1,1,1,C, A Walk With McCarley  (Ragsdale), Ghost Fleet  (Sheldon), Semper Fidelis (Sousa/Balent)
6, 100-Concert Band, Chisholm Trail MS, TEA:, Round Rock, Tracey Redus,CCC,Varsity ,2010,51623,2,1,2,2,2,2,2,2, ," Die Wacht Am Rhein, Marsch (Von Blon/Wiley)", With Quiet Courage  (Daehn), American Riversongs  (La Plante)
7, 100-Concert Band, Deerpark Middle School, TEA:, Austin, Kristen Terrell / Paulette Rainey,CCC,Varsity ,2010,51784,1,1,1,1,1,1,1,1,C, American Riversongs  (La Plante), Down by the Salley Gardens (Anon. or Trad./Sweeny), La Fiesta Brava (Edmondson)
8, 100-Concert Band, Elgin Middle School, TEA:, Elgin, David Cross,CC,Varsity ,2010,51969,2,1,2,2,2,2,2,2, , Big Four (Karl L. King), Quintology  (Meyer), Overture on a Minstrel Tune  (LaPlante)
9, 100-Concert Band, Forbes Middle School, TEA:, Georgetown, Jackie Fullerton / Lauren Esparza,CC,Varsity ,2010,52849,1,1,1,1,1,1,1,1,C," Suite Provencale, Mvts. 3 & 4 (Van der Roost)"," Moscow, 1941  (Balmages)", The Klaxon (Fillmore/Fennell)
10, 100-Concert Band, Grisham Middle School, TEA:, Austin, Betty Pierce,CC,Varsity ,2010,51681,1,1,1,1,1,1,1,1,C," Sound Off (John Philip Sousa, arr John Bourgeois)", Suite on Celtic Folk Songs (trans. Tomohiro Tatebe), In the Center Ring  (Sheldon)
11, 100-Concert Band, Henry Middle School, TEA:, Cedar Park, Robert Herrings,CCC,Varsity ,2010,52486,1,1,1,1,1,1,1,1,C, Dublin Dances (Jan Van der Roost), Themes from Green Bushes  (Grainger/Daehn), The Washington Post March (John Philip Sousa/Brion &Schissel)
12, 100-Concert Band, Hopewell Middle School, TEA:, Round Rock, Kevin Crawford / Bruce Bray,CCC,Varsity ,2010,51736,1,1,1,1,1,1,1,1,C, United Nations (King/Swearingen), Old Churches  (Colgrass), Journey Down Niagara  (Tucker)
13, 100-Concert Band, Hudson Bend Middle School, TEA:, Austin, Ryan ODonoghue,CC,Varsity ,2010,53830,3,2,2,2,2,2,2,2, , New Forest March (Johnnie Vinson), Our Kingsland Spring  (Hazo), Barbarossa  (Himes)
14, 100-Concert Band, Hutto Middle School, TEA:, Hutto, Jo Ann Champion / Brent Acuff,CC,Varsity ,2010,53350,2,2,1,2,2,2,2,2, , Postwood March (O'Reilly), Serengeti Dreams  (Smith), A Sailor's Odyssey  (Bobrowitz)
15, 100-Concert Band, Lake Travis MS, TEA:, Austin, Kevin Jedele,CC,Varsity ,2010,53491,2,1,2,2,2,2,1,2, , Overture on a Minstrel Tune (LaPlante), All The Pretty Little Horses (McGinty), Rough Riders (Karl King arr. Swearingen)
16, 100-Concert Band, Leander Middle School, TEA:, Leander, Cathy Teltschik,CC,Varsity ,2010,51535,1,1,1,1,1,1,1,1,C, Great Waldo Pepper March (Mancini), Bosnian Folk Songs  (Allen), Kinder Legende  (Schumann/Foster)
17, 100-Concert Band, Manor Middle School, TEA:, Manor, Andrew Earp / Chad Garrels,CC,Varsity ,2010,54192,4,3,4,4,3,3,3,3, , March on a Welsh Air (Edmondson), Barbarossa  (Himes), Fantasy On An Irish Air  (Saucedo)
18, 100-Concert Band, Marble Falls Middle School, TEA:, Marble Falls, Rachel Faehnle,CC,Varsity ,2010,55212,1,2,2,2,2,2,2,2, , Ming Court  (Pitter), Songs Of The Whalemen  (Del Borgo)," Big Circus March, The ()"
19, 100-Concert Band, Ridgeview Middle School, TEA:, Round Rock, James McCrury,CCC,Varsity ,2010,51980,2,1,2,2,2,4,2,2, , Rough Riders (King/Swearingen), Our Kingsland Spring (Hazo),  Sparks  (Balmages)
20, 100-Concert Band, Running Brushy Middle School, TEA:, Cedar Park, Edward Pagliai,CCC,Varsity ,2010,51670,1,1,1,1,2,2,2,2,2, Rough-Riders (King/Swearingen), The Steppes of Russia  (Del Borgo), West Highlands Sojourn (play two contrasting mvts) (Sheldon)
21, 100-Concert Band, Tippit Middle School, TEA:, Georgetown, Lisa Hill / Mick Pierce,CC,Varsity ,2010,53650,1,1,1,1,2,1,1,1,C, Midway March  (John Williams/John Moss), Barbarossa  (Himes), Fantasy on an African-American Spiritual  (Preuninger)
22, 100-Concert Band, Walsh Middle School, TEA:, Round Rock, Russell Jones / Travis Barney,CC,Varsity ,2010,51525,1,1,1,1,1,1,1,1,C, Bombasto (Farrar/Balent), Our Kingsland Spring  (Hazo), Abracadabra  (Ticheli)
23, 100-Concert Band, Wiley Middle School Band, TEA:, Leander," Garland Chiasson / Jennifer Arnold, Art Jimenez",CC,Varsity ,2010,51816,1,1,1,1,1,1,1,1,C, March of The Buccaneers (Victor Flowers)," Moscow, 1941  (Balmages)", Variations on Scarborough Fair  (Custer)
