,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Archer City HS, TEA:, Archer City, Karen Brunker / Kevin Elliston,AA,Varsity ,2019,147198,2,2,2,2,1,1,1,1,2, Spania (David Shaffer), Fanfare for a New Age  (Story), The Tears of Arizona  (Balmages)
1, 100-Concert Band, Brownwood HS, TEA:, Brownwood," David A Lambert / Lesley Lambert, MaryAnn Spurlock",AAAA,Varsity ,2019,143886,1,1,1,1,1,1,1,1,A, Peacemaker March  (King / Swearingen), Benediction (Stevens), Accolade (Himes )
2, 100-Concert Band, Brownwood HS, TEA:, Brownwood," David A Lambert / Lesley Lambert, MaryAnn Spurlock, Joshua Carroll",AAAA,NVar-Composite ,2019,146495,1,1,1,1,1,1,1,1,C, Forward March (Paul Murtha), Armory  (Standridge), Plaza de Toros  (Story)
3, 100-Concert Band, Cisco HS, TEA:, Cisco, Tony Dorsey / Brett Batchelor,AAA,Var-Composite ,2019,146991,2,2,2,2,2,1,2,2, , Alamo March (King/Swearingen), Joy (Ticheli), The Steppes of Russia  (Del Borgo)
4, 100-Concert Band, City View HS, TEA:, Wichita Falls," Terah Shawver / Robert Thomas, Gene Osburn, Vicki Seigler",AAA,Varsity ,2019,145715,1,1,1,1,1,1,1,1,A, Monterey March (La Plante), As Twilight Falls (Sheldon), Eagles Awake! (Saucedo)
5, 100-Concert Band, Cross Plains HS, TEA:, Cross Plains, Richard Murrow,AA,Var-Composite ,2019,145293,2,3,3,3,3,2,3,3, , Medieval Legend  (Story), Song of Hope  (Swearingen), Newcastle March (Vinson)
6, 100-Concert Band, Dublin HS, TEA:, Dublin," Ronny Luedke / Cathryn Rasbury, Paul Higgins",AAA,Varsity ,2019,146562,2,2,1,2,1,2,2,2, , Winchester March (Edmondson), As Twilight Falls  (Sheldon)," Moscow, 1941  (Balmages)"
7, 100-Concert Band, Early HS, TEA:, Early, Bill Blackburn / Charla Garcia,AAA,Varsity ,2019,143743,2,2,2,2,3,3,2,3, , Cape Breton March (O'Reilly), Pinnacle  (Grice), Two British Folk Songs  (Del Borgo)
8, 100-Concert Band, Eastland High School, TEA:, Eastland," Jett Lowrance / Stephen Cox, Juan Hernandez",AAA,Non-Varsity ,2019,148156,2,2,1,2,1,1,1,1,2, Pink Lemonade (Contorno), Lullaby in the Mirror  (Saucedo), Sparks  (Balmages)
9, 100-Concert Band, Eastland HS, TEA:, Eastland," Stephen Cox / Jett Lowrance, Juan Hernandez",AAA,Varsity ,2019,148143,1,1,1,1,1,1,1,1,A, Easter Monday on the White House Lawn (J P Sousa / Mark Rogers), On a Hymnsong of Philip Bliss (David R. Holsinger), Vesuvius (Frank Ticheli)
10, 100-Concert Band, Electra HS, TEA:, Electra, Priscilla G Gibson,AA,Var-Composite ,2019,149832,2,2,2,2,1,2,1,1,1, Laredo March (Higgins), Broken Bow  (Strommen), Pinnacle  (Grice)
11, 100-Concert Band, Henrietta HS, TEA:, Henrietta, Alan Barnett / Kevin Gilpatrick,AAA,Varsity ,2019,146949,2,2,2,2,2,3,2,2, , Conquista Spanish March (David Shaffer), Black Forest Overture  (Sweeney), Brave Spirit  (Standridge)
12, 100-Concert Band, Mineral Wells HS, TEA:, Mineral Wells," Elton Ball / David Baggett, Brittany DeLaVergne",AAAA,Varsity ,2019,146509,1,1,1,1,2,2,2,2,1, The Black Horse Troop (Sousa/Fennell), In The Shining of the Stars (Sheldon), Arabian Dances (Balmages)
13, 100-Concert Band, Olney HS, TEA:, Olney," Rodney D Bennett / Marilyn K. Bennett, Mike Shelton",AA,Varsity ,2019,145862,1,1,1,1,1,1,1,1,A, Marche Diabolique (Balmages), The Seal Lullaby  (Whitacre), Concert Variations  (Smith)
14, 100-Concert Band, Stephenville High School, TEA:, Stephenville," Meghan Lockwood / Michael Childs, Michel Wimberly",AAAA,Non-Varsity ,2019,146769,1,1,1,1,1,1,1,1,C, Brave Spirit  (Standridge), Amparito Roca (Texor/Fagan), Brookshire Suite  (Barnes)
15, 100-Concert Band, Stephenville HS, TEA:, Stephenville," Michael Childs / Meghan Lockwood, Michel Wimberly",AAAA,Varsity ,2019,146763,1,1,1,1,1,1,1,1,A, Bullets and Bayonets (Sousa/Fennell), Rest  (Ticheli), Magnolia Star  (Danyew)
