,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3
0, 100-Concert Band, Archer City MS, TEA:, Archer City, Priscilla Gibson,C,Varsity ,2006,25963,1,1,1,1,2,2,2,2,PL2, Band Avenue March (Loest), Atlantis (McGinty), Fire Dance (Akey)
1, 100-Concert Band, Barwise Junior High, TEA:, Wichita Falls, Elizabeth Wetherbee,CC,Varsity ,2006,25274,1,3,2,2,2,2,2,2, , Dance Celebration (Smith), Rhythm Machine (Broege), Kitty Hawk March (Edmondson)
2, 100-Concert Band, Burkburnett M.S., TEA:, Burkburnett, Andrew Tuck,CC,Varsity ,2006,25472,1,2,3,2,1,1,1,1,RM2, Advance Guard (Nowak), A Childhood Hymn (Holsinger), Pevensey Castle (Sheldon)
3, 100-Concert Band, Burkburnett Middle School, TEA:, Burkburnett, Mark Cartwright,CC,Non-Varsity ,2006,25471,1,1,1,1,2,1,1,1,SWC, Soldiers' Procession and Sword Dance (Margolis), Fire Dance (Akey), Brandy Station March (Edmondson)
4, 100-Concert Band, Holliday HS, TEA:, Holliday, Byron,AA,Non-Varsity ,2006,25914,2,2,2,2,2,2,2,2, , Tall Cedars (Osterling), Kenya Contrasts (Himes), Flight of Eagles (Del Borgo)
5, 100-Concert Band, Holliday MS, TEA:, Holliday, Byron Alsup,C,Non-Varsity ,2006,23831,1,1,2,1,1,1,2,1,SWD, American Spirit March (Higgins), Atlantis (McGinty), Fire Dance (Akey)
6, 100-Concert Band, Kirby Middle School, TEA:, Wichita Falls, Shirley Johnston,CC,Varsity ,2006,25321,2,3,3,3,3,3,3,3, , Norland March (Edmondson), Chanteys (Andrews), Two Minute Symphony (Margolis)
7, 100-Concert Band, McNiel Jr. High, TEA:, Wichita Falls, Terry Seigler,CC,Varsity ,2006,25434,1,2,2,2,1,1,1,1,PL2, Forward March (Paul Murtha), Knights of Dunvegan (Meyer), Stratosphere (Beckham)
8, 100-Concert Band, Rider High School, TEA:, Wichita Falls, Daniel Siegert,AAAA,Non-Varsity ,2006,25104,1,1,2,1,1,1,1,1,SWC, Two British Folk Songs (Del Borgo (arr)), Canterbury Walk (Strommen), Peacemaker (Karl King)
9, 100-Concert Band, Rider High School, TEA:, wichita falls, Dexter Martin,AAAA,Sub Non-Varsity ,2006,25078,3,3,3,3,2,2,3,2, , Winchester March (John Edmondson), Blue Ridge Rhapsody (John Kinyon), Capriol Suite (mvts 1 & 3) (Warlock/Longfield)
10, 100-Concert Band, Vernon Middle School, TEA:, Vernon, Dianne Koch,CC,Varsity ,2006,25845,1,2,3,2,2,2,2,2, , March Of The Minutemen (John Edmondson), Fa Una Canzona (Vecchi/Daehn), Pinnacle (Grice)
11, 100-Concert Band, W.F. George MS, TEA:, Iowa Park, Ed Hefti,CC,Varsity ,2006,25811,1,1,1,1,1,2,1,1,RMC, March of the Irish Guard (James D. Ployhar), Japanese Festival (Quincy Hillard), Australian Folk Fantasy (Mark Williams)
12, 100-Concert Band, Windthorst Middle School, TEA:, Windthorst, Teresa Archambo,C,Varsity ,2006,24789,3,3,2,3,4,3,3,3, , Fire Dance (Akey), Dance Celebration (Smith), Washington and Lee Swing (T.W. Allen/Eric Osterling)
13, 100-Concert Band, Zundy Middle School, TEA:, Wichita Falls, Justin Lewis,CC,Varsity ,2006,25581,2,3,2,2,3,3,3,3, , Dance Celebration (Smith), Crest of Nobility (Sheldon), March of the Crusaders (Swearingen)
